L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
aszik,https://hu.wiktionary.org/wiki/aszik#Magyar,https://en.wiktionary.org/wiki/aszik#Hungarian,ɒsik,asynchronous,0,-,v,1300,Ug,no_info,no_info,no_info,no_info,-,certain,"('asynchronous', 'battery')",0.75,0.438736945,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
aszó,https://hu.wiktionary.org/wiki/aszó#Magyar,https://en.wiktionary.org/wiki/aszó#Hungarian,ɒsoː,the_word,0,-,v,1055,no_info,no_info,no_info,no_info,change of part of speech,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
ászok,https://hu.wiktionary.org/wiki/ászok#Magyar,https://en.wiktionary.org/wiki/ászok#Hungarian,aːsok,Aces,0,-,n,1480,Turkic,no_info,no_info,no_info,no_info,+,uncertain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
asztag,https://hu.wiktionary.org/wiki/asztag#Magyar,https://en.wiktionary.org/wiki/asztag#Hungarian,ɒstɒɡ,stack,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('stack', 'window')",0.568014706,0.645721734,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
asztal,https://hu.wiktionary.org/wiki/asztal#Magyar,https://en.wiktionary.org/wiki/asztal#Hungarian,ɒstɒl,"board, dead_man, desk, table",0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('board', 'board')",0.375,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
asztalnok,https://hu.wiktionary.org/wiki/asztalnok#Magyar,https://en.wiktionary.org/wiki/asztalnok#Hungarian,ɒstɒlnok,table,0,-,n,1405,no_info,no_info,no_info,no_info,no_info,-,certain,"('table', 'table')",0.73540856,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(n)(u|ͽ|ɑ|o|ȣ|i|e)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
aszú,https://hu.wiktionary.org/wiki/aszú#Magyar,https://en.wiktionary.org/wiki/aszú#Hungarian,ɒsuː,noble,0,-,n,1416,no_info,no_info,no_info,no_info,derivative,-,certain,"('noble', 'noble')",0.378151261,0.99999994,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(s|ʃʲ|t͡ʃʲ)(ͽ|ȣ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
át,https://hu.wiktionary.org/wiki/át#Magyar,https://en.wiktionary.org/wiki/át#Hungarian,aːt,"across, by, over, through, via",0,-,r,1519,no_info,no_info,no_info,no_info,contempted origin,+,certain,"('through', 'through')",0.105793451,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
átall,https://hu.wiktionary.org/wiki/átall#Magyar,https://en.wiktionary.org/wiki/átall#Hungarian,aːtɒlː,change_sides,0,-,n,1416,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(j|tt|kt)(ɑ|ͽ|u|o|ȣ|e|æ)(lk|l|nt)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
átkoz,https://hu.wiktionary.org/wiki/átkoz#Magyar,https://en.wiktionary.org/wiki/átkoz#Hungarian,aːtkoz,"blast, curse, cuss, damn, swear_at",0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('curse', 'curse')",0.16860465100000002,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(j|tt|kt)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
atlasz,https://hu.wiktionary.org/wiki/atlasz#Magyar,https://en.wiktionary.org/wiki/atlasz#Hungarian,ɒtlɒs,atlas,1,-,n,1380,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('atlas', 'sap')",0.198396794,0.474737614,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(j|tt|kt)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(ʃʲ|j|t͡ʃʲ|s|kʃʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
atya,https://hu.wiktionary.org/wiki/atya#Magyar,https://en.wiktionary.org/wiki/atya#Hungarian,ɒcɒ,father,0,-,n,1300,U,no_info,no_info,no_info,no_info,-,uncertain,"('father', 'father')",0.251601774,1.0,c not old
atyafi,https://hu.wiktionary.org/wiki/atyafi#Magyar,https://en.wiktionary.org/wiki/atyafi#Hungarian,ɒcɒfi,brother,0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('brother', 'brother')",0.063270832,1.0,"c, f not old"
augusztus,https://hu.wiktionary.org/wiki/augusztus#Magyar,https://en.wiktionary.org/wiki/augusztus#Hungarian,ɒuɡustuʃ,august,0,-,n,1416,IE,Romance,Latin,no_info,general,+,certain,"('august', 'late')",0.16630434800000002,0.801159084,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(u|ͽ)(ŋ|ŋk)(u|ͽ)(s|ʃʲ|t͡ʃʲ)(j|tt|kt)(u|ͽ)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avagy,https://hu.wiktionary.org/wiki/avagy#Magyar,https://en.wiktionary.org/wiki/avagy#Hungarian,ɒvɒɟ,or,0,-,r,1300,no_info,no_info,no_info,no_info,no_info,-,certain,"('or', 'or')",0.3917525770000001,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(nʲt͡ʃʲ|ðʲ|t͡ʃ|lʲ|ðʲk|lj)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avar,https://hu.wiktionary.org/wiki/avar#Magyar,https://en.wiktionary.org/wiki/avar#Hungarian,ɒvɒr,leaf litter (layer of fallen dry leaves on the ground),2,-,n,1559,IE,Romance,Latin,no_info,general,+,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avar,https://hu.wiktionary.org/wiki/avar#Magyar,https://en.wiktionary.org/wiki/avar#Hungarian,ɒvɒr,leaf_litter,1,-,n,1596,no_info,no_info,no_info,no_info,derivative,-,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avas,https://hu.wiktionary.org/wiki/avas#Magyar,https://en.wiktionary.org/wiki/avas#Hungarian,ɒvɒʃ,"rank, rusty",0,-,n,1580,no_info,no_info,no_info,no_info,derivative,-,certain,"('rank', 'command')",0.421532847,0.668967247,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avat,https://hu.wiktionary.org/wiki/avat#Magyar,https://en.wiktionary.org/wiki/avat#Hungarian,ɒvɒt,avatars,0,-,v,1527,no_info,no_info,no_info,no_info,derivative,-,certain,"('avatars', 'worship')",0.252808989,0.495220125,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
avik,https://hu.wiktionary.org/wiki/avik#Magyar,https://en.wiktionary.org/wiki/avik#Hungarian,ɒvik,"penetrate, soak_up, decrease, densify",1,-,v,1573,U,no_info,no_info,no_info,no_info,-,certain,"('decrease', 'rise')",0.011123471,0.778770447,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(p|j|wk|w|k|ŋ)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
az,https://hu.wiktionary.org/wiki/az#Magyar,https://en.wiktionary.org/wiki/az#Hungarian,ɒz,"it, that, that_one, which",0,-,r,1200,no_info,no_info,no_info,no_info,no_info,-,certain,"('that', 'that')",0.028195489,1.000000119,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
azaz,https://hu.wiktionary.org/wiki/azaz#Magyar,https://en.wiktionary.org/wiki/azaz#Hungarian,ɒzɒz,"i.e., namely, say, that_is, viz., wit",0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('say', 'say')",0.027726433,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(t)(ɑ|ͽ|u|o|ȣ|e|æ)(t|t͡ʃʲ|p|k|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
ázik,https://hu.wiktionary.org/wiki/ázik#Magyar,https://en.wiktionary.org/wiki/ázik#Hungarian,aːzik,soak,0,-,v,1510,U,no_info,no_info,no_info,no_info,-,uncertain,"('soak', 'boil')",0.17558528399999998,0.826151967,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(t)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
azonban,https://hu.wiktionary.org/wiki/azonban#Magyar,https://en.wiktionary.org/wiki/azonban#Hungarian,ɒzonbɒn,"after_all, at_the_same_time, but, however, nevertheless, only",0,-,r,1416,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('only', 'only')",0.171568627,1.0,b not old
azonnal,https://hu.wiktionary.org/wiki/azonnal#Magyar,https://en.wiktionary.org/wiki/azonnal#Hungarian,ɒzonːɒl,"anon, ""at_a_moments_notice"", forthwith, forthright, immediately, in_a_moment, in_a_trice, instanter, instantly, like_smoke, now, off_the_bat, on_the_spot, out_of_hand, outright, presently, promptly, pronto, right, right_away, right_now, right_off, right_off_the_bat, right_on_end, straight, straight_away, straight_off, straightaway, straight_on_end, thereupon, with_all_speed, with_dispatch",0,-,r,1474,no_info,no_info,no_info,no_info,fossilised suffixed form,-,certain,"('immediately', 'immediately')",0.23359375,1.0,nː not old
azután,https://hu.wiktionary.org/wiki/azután#Magyar,https://en.wiktionary.org/wiki/azután#Hungarian,ɒzutaːn,"after, afterwards, item, next, then, thereafter",0,-,r,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('after', 'after')",0.076759062,1.0,^(s|j|θ|ʃ|w|m)?(ɑ|o|ȣ)(t)(u|ͽ)(j|tt|kt)(ɑ|ȣ|ͽ|o|u|e)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bab,https://hu.wiktionary.org/wiki/bab#Magyar,https://en.wiktionary.org/wiki/bab#Hungarian,bɒb,"bean, beans",0,-,n,1405,no_info,no_info,no_info,no_info,no_info,-,certain,"('bean', 'bean')",0.405882353,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(mp)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
báb,https://hu.wiktionary.org/wiki/báb#Magyar,https://en.wiktionary.org/wiki/báb#Hungarian,baːb,"cocoon, dummy, marionett, marionette, puppet, tool",0,-,v,1516,no_info,no_info,no_info,no_info,no_info,-,certain,"('tool', 'tool')",0.3515625,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ȣ|ͽ|o|u|e)(mp)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
baba,https://hu.wiktionary.org/wiki/baba#Magyar,https://en.wiktionary.org/wiki/baba#Hungarian,bɒbɒ,"baby, doll, dolly, poppet, puppet",0,-,n,1591,no_info,no_info,no_info,no_info,no_info,-,certain,"('baby', 'baby')",0.22181146,1.0,b not old
bába,https://hu.wiktionary.org/wiki/bába#Magyar,https://en.wiktionary.org/wiki/bába#Hungarian,baːbɒ,"midwife, midwives",0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('midwife', 'nurse')",0.449339207,0.6805394290000001,b not old
babér,https://hu.wiktionary.org/wiki/babér#Magyar,https://en.wiktionary.org/wiki/babér#Hungarian,bɒbeːr,"bay, laurel",0,-,r,1552,no_info,no_info,no_info,no_info,internationalism, Wanderwort,"+,","('bay', 'bay')",0.344339623,1.0,b not old
babona,https://hu.wiktionary.org/wiki/babona#Magyar,https://en.wiktionary.org/wiki/babona#Hungarian,bɒbonɒ,superstition,0,-,n,1533,IE,Slavic,Ukrainian,no_info,no_info,+,uncertain,"('superstition', 'deceit')",0.166666667,0.566885173,b not old
bádog,https://hu.wiktionary.org/wiki/bádog#Magyar,https://en.wiktionary.org/wiki/bádog#Hungarian,baːdoɡ,tin,0,-,a,1329,unknown,unknown,unknown,unknown,unknown,+,certain,"('tin', 'tin')",0.6949685529999999,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ȣ|ͽ|o|u|e)(nt|w|j)(u|ͽ|ɑ|o|ȣ|i|e)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bagaria,https://hu.wiktionary.org/wiki/bagaria#Magyar,https://en.wiktionary.org/wiki/bagaria#Hungarian,bɒɡɒriɒ,"rough_leather, boot",0,-,n,1552,no_info,no_info,no_info,no_info,no_info,-,certain,"('boot', 'boot')",0.6744966440000001,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(ŋ|ŋk)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rk|jr|ɣr|lm)(ɑ|ȣ|i|e|ͽ|o)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bagoly,https://hu.wiktionary.org/wiki/bagoly#Magyar,https://en.wiktionary.org/wiki/bagoly#Hungarian,bɒɡoj,owl,0,-,n,1395,unknown,unknown,unknown,unknown,unknown,+,certain,"('owl', 'owl')",0.153508772,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(ŋ|ŋk)(u|ͽ|ɑ|o|ȣ|i|e)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bágyad,https://hu.wiktionary.org/wiki/bágyad#Magyar,https://en.wiktionary.org/wiki/bágyad#Hungarian,baːɟɒd,"flag, languish",0,-,n,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('flag', 'red')",0.073529412,0.7042188640000001,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ȣ|ͽ|o|u|e)(nʲt͡ʃʲ|j|ðʲ|lj|l|n|t͡ʃʲ)(ɑ|ͽ|u|o|ȣ|e|æ)(nt|mt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bagzik,https://hu.wiktionary.org/wiki/bagzik#Magyar,https://en.wiktionary.org/wiki/bagzik#Hungarian,bɒɡzik,buck,0,-,v,1519,no_info,no_info,no_info,no_info,derivative,-,certain,"('buck', 'wolf')",0.270833333,0.7151853440000001,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(ŋ|ŋk)(t)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
baj,https://hu.wiktionary.org/wiki/baj#Magyar,https://en.wiktionary.org/wiki/baj#Hungarian,bɒj,"amiss, bane, bother, complaint, disease, distress, evil, grief, hardship, harm, ills, malady, matter, misadventure, mischief, misery, misfortune, need, predicament, shit, shit_city, shit_street, shithouse, sore, trouble, unease, unpleasantness",0,-,n,1365,IE,Slavic,Croatian, Serbian,no_info,-,"+,","('disease', 'disease')",0.338235294,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
báj,https://hu.wiktionary.org/wiki/báj#Magyar,https://en.wiktionary.org/wiki/báj#Hungarian,baːj,"allurement, blandishments, charm, grace",0,-,n,1565,no_info,no_info,no_info,no_info,no_info,-,certain,"('grace', 'love')",0.15324165,0.706359208,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ȣ|ͽ|o|u|e)(j|w|l|ŋ|ks|k|ŋs|ðʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bajnok,https://hu.wiktionary.org/wiki/bajnok#Magyar,https://en.wiktionary.org/wiki/bajnok#Hungarian,bɒjnok,"be_all_aces, champ, champion, protagonist",0,-,n,1395,IE,Slavic,Croatian, Serbian,no_info,-,"+,","('champion', 'beat')",0.044897959,0.720271885,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(j|lʲw)(n)(u|ͽ|ɑ|o|ȣ|i|e)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bajor,https://hu.wiktionary.org/wiki/bajor#Magyar,https://en.wiktionary.org/wiki/bajor#Hungarian,bɒjor,Bavarian,0,-,a,1538,IE,Germanic,German,Bavaria,no_info,+,certain,(),0.0,-1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(j|lʲw)(u|ͽ|ɑ|o|ȣ|i|e)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bajusz,https://hu.wiktionary.org/wiki/bajusz#Magyar,https://en.wiktionary.org/wiki/bajusz#Hungarian,bɒjus,"barb, fringe, moustache, mustache, whiskers",0,-,n,1522,unknown,unknown,unknown,unknown,unknown,+,certain,"('mustache', 'beard')",0.16853932600000002,0.819563389,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(j|lʲw)(u|ͽ)(ʃʲ|j|t͡ʃʲ|s|kʃʲ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bajvívás,https://hu.wiktionary.org/wiki/bajvívás#Magyar,https://en.wiktionary.org/wiki/bajvívás#Hungarian,bɒjviːvaːʃ,joust,0,-,n,1395,no_info,no_info,no_info,no_info,no_info,-,certain,"('joust', 'mumble')",0.094594595,0.488841355,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(j|lʲw)(p|j|wk|w|k|ŋ)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(p|j|wk|w|k|ŋ)(ɑ|ȣ|ͽ|o|u|e)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
bak,https://hu.wiktionary.org/wiki/bak#Magyar,https://en.wiktionary.org/wiki/bak#Hungarian,bɒk,"buck, dickey, dickey-seat, dicky, horse, tree, trestle",0,-,n,1329,IE,Germanic,German,no_info,no_info,+,certain,"('tree', 'tree')",0.252136752,1.0,^(s|j|θ|ʃ|w|m)?(p)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
