L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌰𐌻𐌻𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐍃#Gothic,alls,all̥s,all,r,all̥s,ͽllsͽ,"ͽllsͽ, ͽllse, ͽllsɑ, ͽllsæ, ͽllsu, ȣ̈llsͽ, ȣ̈llse, ȣ̈llsɑ, ȣ̈llsæ, ȣ̈llsu, ɑllsͽ, ɑllse, ɑllsɑ, ɑllsæ, ɑllsu, ællsͽ, ællse, ællsɑ, ællsæ, ællsu"
𐌰𐌻𐌻𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌻𐍅𐌰𐌻𐌳𐌰𐌽𐌳𐍃#Gothic,allwaldands,all̥waldands,almighty_ruler,n,all̥waldands,wͽlðͽnðͽ,"wͽlðͽnðͽ, wͽlðͽnðe, wͽlðͽnðɑ, wͽltͽntͽ, wͽltͽnte, wͽltͽntɑ, wȣ̈lðȣ̈nðͽ, wȣ̈lðȣ̈nðe, wȣ̈lðȣ̈nðɑ, wȣ̈ltȣ̈ntͽ, wȣ̈ltȣ̈nte, wȣ̈ltȣ̈ntɑ, wɑlðɑnðͽ, wɑlðɑnðe, wɑlðɑnðɑ, wɑltɑntͽ, wɑltɑnte, wɑltɑntɑ, wælðænðͽ, wælðænðe, wælðænðɑ, wæltæntͽ, wæltænte, wæltæntɑ"
𐌰𐌻𐌾𐌰,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰#Gothic,alja,alja,"than, except, unless",r,alja,ͽljͽ,"ͽljͽ, ȣ̈ljȣ̈, ɑljɑ, æljæ"
𐌰𐌻𐌾𐌰𐌸,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌸#Gothic,aljaþ,aljaθ,"elsewhere, elsewhither",r,aljaθ,ͽljͽt͡ʃͽ,"ͽljͽt͡ʃͽ, ͽljͽt͡ʃe, ͽljͽt͡ʃɑ, ͽljͽsͽ, ͽljͽse, ͽljͽsɑ, ͽljͽtͽ, ͽljͽte, ͽljͽtɑ, ȣ̈ljȣ̈t͡ʃͽ, ȣ̈ljȣ̈t͡ʃe, ȣ̈ljȣ̈t͡ʃɑ, ȣ̈ljȣ̈sͽ, ȣ̈ljȣ̈se, ȣ̈ljȣ̈sɑ, ȣ̈ljȣ̈tͽ, ȣ̈ljȣ̈te, ȣ̈ljȣ̈tɑ, ɑljɑt͡ʃͽ, ɑljɑt͡ʃe, ɑljɑt͡ʃɑ, ɑljɑsͽ, ɑljɑse, ɑljɑsɑ, ɑljɑtͽ, ɑljɑte, ɑljɑtɑ"
𐌰𐌻𐌾𐌰𐌸𐍂𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌸𐍂𐍉#Gothic,aljaþrō,aljaθro,from_elsewhere,r,aljaθro,wͽljͽt͡ʃrͽ,"wͽljͽt͡ʃrͽ, wͽljͽt͡ʃre, wͽljͽsrͽ, wͽljͽsre, wȣ̈ljȣ̈t͡ʃrͽ, wȣ̈ljȣ̈t͡ʃre, wȣ̈ljȣ̈srͽ, wȣ̈ljȣ̈sre, jͽljͽt͡ʃrͽ, jͽljͽt͡ʃre, jͽljͽsrͽ, jͽljͽsre, jȣ̈ljȣ̈t͡ʃrͽ, jȣ̈ljȣ̈t͡ʃre, jȣ̈ljȣ̈srͽ, jȣ̈ljȣ̈sre, kͽljͽt͡ʃrͽ, kͽljͽt͡ʃre, kͽljͽsrͽ, kͽljͽsre, kȣ̈ljȣ̈t͡ʃrͽ, kȣ̈ljȣ̈t͡ʃre, kȣ̈ljȣ̈srͽ, kȣ̈ljȣ̈sre"
𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌺𐌿𐌽𐍃#Gothic,aljakuns,aljakuns,"of_different_kin, strange, odd",a,aljakuns,ͽljͽkͽnͽ,"ͽljͽkͽnͽ, ͽljͽkene, ͽljͽkænæ, ͽljͽkini, ͽljͽkȣ̈nȣ̈, ȣ̈ljȣ̈kͽnͽ, ȣ̈ljȣ̈kene, ȣ̈ljȣ̈kænæ, ȣ̈ljȣ̈kini, ȣ̈ljȣ̈kȣ̈nȣ̈, ɑljɑkͽnͽ, ɑljɑkene, ɑljɑkænæ, ɑljɑkini, ɑljɑkȣ̈nȣ̈, æljækͽnͽ, æljækene, æljækænæ, æljækini, æljækȣ̈nȣ̈"
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉#Gothic,aljalēikō,aljaleɪko,"otherwise, differently",r,aljaleɪko,ͽljͽlͽkͽ,"ͽljͽlͽkͽ, ͽljͽlͽke, ͽljͽlͽkæ, ͽljͽlȣ̈kͽ, ͽljͽlȣ̈ke, ͽljͽlȣ̈kæ, ͽljͽlekͽ, ͽljͽleke, ͽljͽlekæ, ȣ̈ljȣ̈lͽkͽ, ȣ̈ljȣ̈lͽke, ȣ̈ljȣ̈lͽkæ, ȣ̈ljȣ̈lȣ̈kͽ, ȣ̈ljȣ̈lȣ̈ke, ȣ̈ljȣ̈lȣ̈kæ, ȣ̈ljȣ̈lekͽ, ȣ̈ljȣ̈leke, ȣ̈ljȣ̈lekæ, ɑljɑlͽkͽ, ɑljɑlͽke, ɑljɑlͽkæ, ɑljɑlȣ̈kͽ, ɑljɑlȣ̈ke, ɑljɑlȣ̈kæ, ɑljɑlekͽ, ɑljɑleke, ɑljɑlekæ"
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐌽#Gothic,aljalēikōn,aljaleɪkon,"be_differently_formed, differ",v,aljaleɪkon,ͽljͽlͽkͽ,"ͽljͽlͽkͽ, ͽljͽlͽke, ͽljͽlͽkæ, ͽljͽlȣ̈kͽ, ͽljͽlȣ̈ke, ͽljͽlȣ̈kæ, ͽljͽlekͽ, ͽljͽleke, ͽljͽlekæ, ȣ̈ljȣ̈lͽkͽ, ȣ̈ljȣ̈lͽke, ȣ̈ljȣ̈lͽkæ, ȣ̈ljȣ̈lȣ̈kͽ, ȣ̈ljȣ̈lȣ̈ke, ȣ̈ljȣ̈lȣ̈kæ, ȣ̈ljȣ̈lekͽ, ȣ̈ljȣ̈leke, ȣ̈ljȣ̈lekæ, ɑljɑlͽkͽ, ɑljɑlͽke, ɑljɑlͽkæ, ɑljɑlȣ̈kͽ, ɑljɑlȣ̈ke, ɑljɑlȣ̈kæ, ɑljɑlekͽ, ɑljɑleke, ɑljɑlekæ"
𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉𐍃#Gothic,aljalēikōs,aljaleɪkos,"otherwise, differently, comparative_degree_of_𐌰𐌻𐌾𐌰𐌻𐌴𐌹𐌺𐍉",r,aljaleɪkos,ͽljͽlͽkͽ,"ͽljͽlͽkͽ, ͽljͽlͽke, ͽljͽlͽkæ, ͽljͽlȣ̈kͽ, ͽljͽlȣ̈ke, ͽljͽlȣ̈kæ, ͽljͽlekͽ, ͽljͽleke, ͽljͽlekæ, ȣ̈ljȣ̈lͽkͽ, ȣ̈ljȣ̈lͽke, ȣ̈ljȣ̈lͽkæ, ȣ̈ljȣ̈lȣ̈kͽ, ȣ̈ljȣ̈lȣ̈ke, ȣ̈ljȣ̈lȣ̈kæ, ȣ̈ljȣ̈lekͽ, ȣ̈ljȣ̈leke, ȣ̈ljȣ̈lekæ, ɑljɑlͽkͽ, ɑljɑlͽke, ɑljɑlͽkæ, ɑljɑlȣ̈kͽ, ɑljɑlȣ̈ke, ɑljɑlȣ̈kæ, ɑljɑlekͽ, ɑljɑleke, ɑljɑlekæ"
𐌰𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌽#Gothic,aljan,aljan,"cause_grow_fat, fatten",v,alj,ͽljͽnͽ,"ͽljͽnͽ, ͽljͽne, ͽljͽnɑ, ͽljͽnæ, ͽljͽnu, ȣ̈ljȣ̈nͽ, ȣ̈ljȣ̈ne, ȣ̈ljȣ̈nɑ, ȣ̈ljȣ̈næ, ȣ̈ljȣ̈nu, ɑljɑnͽ, ɑljɑne, ɑljɑnɑ, ɑljɑnæ, ɑljɑnu, æljænͽ, æljæne, æljænɑ, æljænæ, æljænu"
𐌰𐌻𐌾𐌰𐌽𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐌽𐍉𐌽#Gothic,aljanōn,aljanon,"be_zealous, strive",v,aljanon,ͽljͽnͽnͽ,"ͽljͽnͽnͽ, ͽljͽnene, ͽljͽnænæ, ͽljͽnini, ͽljͽnȣ̈nȣ̈, ȣ̈ljȣ̈nͽnͽ, ȣ̈ljȣ̈nene, ȣ̈ljȣ̈nænæ, ȣ̈ljȣ̈nini, ȣ̈ljȣ̈nȣ̈nȣ̈, ɑljɑnͽnͽ, ɑljɑnene, ɑljɑnænæ, ɑljɑnini, ɑljɑnȣ̈nȣ̈, æljænͽnͽ, æljænene, æljænænæ, æljænini, æljænȣ̈nȣ̈"
𐌰𐌻𐌾𐌰𐍂,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌰𐍂#Gothic,aljar,aljar,elsewhere,r,aljar,ͽljͽrͽ,"ͽljͽrͽ, ͽljͽre, ͽljͽrɑ, ͽljͽræ, ͽljͽru, ȣ̈ljȣ̈rͽ, ȣ̈ljȣ̈re, ȣ̈ljȣ̈rɑ, ȣ̈ljȣ̈ræ, ȣ̈ljȣ̈ru, ɑljɑrͽ, ɑljɑre, ɑljɑrɑ, ɑljɑræ, ɑljɑru, æljærͽ, æljære, æljærɑ, æljæræ, æljæru"
𐌰𐌻𐌾𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐌾𐌹𐍃#Gothic,aljis,aljɪs,"other, another",r,aljɪs,ͽljͽsͽ,"ͽljͽsͽ, ͽljͽse, ͽljͽsɑ, ͽljȣ̈sͽ, ͽljȣ̈se, ͽljȣ̈sɑ, ͽljisͽ, ͽljise, ͽljisɑ, ȣ̈ljͽsͽ, ȣ̈ljͽse, ȣ̈ljͽsɑ, ȣ̈ljȣ̈sͽ, ȣ̈ljȣ̈se, ȣ̈ljȣ̈sɑ, ȣ̈ljisͽ, ȣ̈ljise, ȣ̈ljisɑ, ɑljͽsͽ, ɑljͽse, ɑljͽsɑ, ɑljȣ̈sͽ, ɑljȣ̈se, ɑljȣ̈sɑ, ɑljisͽ, ɑljise, ɑljisɑ"
𐌰𐌻𐍃,https://en.wiktionary.org/wiki/𐌰𐌻𐍃#Gothic,als,als,Alternative_spelling_of_𐌰𐌻𐌷𐍃,n,als,ͽlsͽ,"ͽlsͽ, ͽlse, ͽlsɑ, ͽlsæ, ͽlsu, ȣ̈lsͽ, ȣ̈lse, ȣ̈lsɑ, ȣ̈lsæ, ȣ̈lsu, ɑlsͽ, ɑlse, ɑlsɑ, ɑlsæ, ɑlsu, ælsͽ, ælse, ælsɑ, ælsæ, ælsu"
𐌰𐌼𐌴𐌽,https://en.wiktionary.org/wiki/𐌰𐌼𐌴𐌽#Gothic,amēn,amen,amen,r,amen,ͽmͽnͽ,"ͽmͽnͽ, ͽmͽne, ͽmͽnɑ, ͽmȣ̈nͽ, ͽmȣ̈ne, ͽmȣ̈nɑ, ͽmenͽ, ͽmene, ͽmenɑ, ȣ̈mͽnͽ, ȣ̈mͽne, ȣ̈mͽnɑ, ȣ̈mȣ̈nͽ, ȣ̈mȣ̈ne, ȣ̈mȣ̈nɑ, ȣ̈menͽ, ȣ̈mene, ȣ̈menɑ, ɑmͽnͽ, ɑmͽne, ɑmͽnɑ, ɑmȣ̈nͽ, ɑmȣ̈ne, ɑmȣ̈nɑ, ɑmenͽ, ɑmene, ɑmenɑ"
𐌰𐌼𐍃,https://en.wiktionary.org/wiki/𐌰𐌼𐍃#Gothic,ams,ams,shoulder,n,ams,ͽmsͽ,"ͽmsͽ, ͽmse, ͽmsɑ, ͽmsæ, ͽmsu, ȣ̈msͽ, ȣ̈mse, ȣ̈msɑ, ȣ̈msæ, ȣ̈msu, ɑmsͽ, ɑmse, ɑmsɑ, ɑmsæ, ɑmsu, æmsͽ, æmse, æmsɑ, æmsæ, æmsu"
𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽#Gothic,an,an,,r,an,ͽnͽ,"ͽnͽ, ͽne, ͽnɑ, ͽnæ, ͽnu, ȣ̈nͽ, ȣ̈ne, ȣ̈nɑ, ȣ̈næ, ȣ̈nu, ɑnͽ, ɑne, ɑnɑ, ɑnæ, ɑnu, ænͽ, æne, ænɑ, ænæ, ænu"
𐌰𐌽𐌰,https://en.wiktionary.org/wiki/𐌰𐌽𐌰#Gothic,ana,ana,"onto, to, at",r,ana,ͽnͽ,"ͽnͽ, ȣ̈nȣ̈, ɑnɑ, ænæ"
𐌰𐌽𐌰-,https://en.wiktionary.org/wiki/𐌰𐌽𐌰-#Gothic,ana-,ana,,r,ana,ͽnͽ,"ͽnͽ, ȣ̈nȣ̈, ɑnɑ, ænæ"
𐌰𐌽𐌰𐌰𐌿𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌰𐌿𐌺𐌰𐌽#Gothic,anaaukan,anaɔkan,"add, augment",v,anaɔk,ͽnwͽkͽnͽ,"ͽnwͽkͽnͽ, ͽnwekͽne, ͽnwækͽnæ, ͽnjͽkͽnͽ, ͽnjekͽne, ͽnjækͽnæ, ͽnkͽkͽnͽ, ͽnkekͽne, ͽnkækͽnæ, ȣ̈nwͽkȣ̈nͽ, ȣ̈nwekȣ̈ne, ȣ̈nwækȣ̈næ, ȣ̈njͽkȣ̈nͽ, ȣ̈njekȣ̈ne, ȣ̈njækȣ̈næ, ȣ̈nkͽkȣ̈nͽ, ȣ̈nkekȣ̈ne, ȣ̈nkækȣ̈næ, ɑnwͽkɑnͽ, ɑnwekɑne, ɑnwækɑnæ, ɑnjͽkɑnͽ, ɑnjekɑne, ɑnjækɑnæ, ɑnkͽkɑnͽ, ɑnkekɑne, ɑnkækɑnæ"
𐌰𐌽𐌰𐌱𐌹𐌿𐌳𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌱𐌹𐌿𐌳𐌰𐌽#Gothic,anabiudan,anaβɪuðan,"command, instruct, order",v,anaβɪuð,ͽnwͽðͽnͽ,"ͽnwͽðͽnͽ, ͽnweðͽne, ͽnwæðͽnæ, ͽnwiðͽni, ͽnwȣ̈ðͽnȣ̈, ȣ̈nwͽðȣ̈nͽ, ȣ̈nweðȣ̈ne, ȣ̈nwæðȣ̈næ, ȣ̈nwiðȣ̈ni, ȣ̈nwȣ̈ðȣ̈nȣ̈, ɑnwͽðɑnͽ, ɑnweðɑne, ɑnwæðɑnæ, ɑnwiðɑni, ɑnwȣ̈ðɑnȣ̈, ænwͽðænͽ, ænweðæne, ænwæðænæ, ænwiðæni, ænwȣ̈ðænȣ̈"
𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌱𐌿𐍃𐌽𐍃#Gothic,anabusns,anaβusn̥s,commandment,n,anaβusn̥s,nͽwͽns,"nͽwͽns, nͽwȣns, nͽwuns, nɑwͽns, nɑwȣns, nɑwuns, nuwͽns, nuwȣns, nuwuns, nowͽns, nowȣns, nowuns, nȣwͽns, nȣwȣns, nȣwuns, nɤ,wͽns, nɤ,wȣns, nɤ,wuns"
𐌰𐌽𐌰𐌲𐌰𐌲𐌲𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌲𐌰𐌲𐌲𐌰𐌽#Gothic,anagaggan,anaɣaŋɡan,"approach, come",v,anaɣaŋɡ,nͽɣͽŋɣͽ,"nͽɣͽŋɣͽ, nͽɣͽŋkͽ, nͽɣͽŋŋͽ, nȣ̈ɣȣ̈ŋɣȣ̈, nȣ̈ɣȣ̈ŋkȣ̈, nȣ̈ɣȣ̈ŋŋȣ̈, nɑɣɑŋɣɑ, nɑɣɑŋkɑ, nɑɣɑŋŋɑ, næɣæŋɣæ, næɣæŋkæ, næɣæŋŋæ"
𐌰𐌽𐌰𐌳𐍂𐌹𐌲𐌺𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌳𐍂𐌹𐌲𐌺𐌰𐌽#Gothic,anadrigkan,anaðrɪŋkan,get_drunk,v,anaðrɪŋk,nͽðrͽŋkͽ,"nͽðrͽŋkͽ, nͽðrȣ̈ŋkͽ, nͽðriŋkͽ, nͽðreŋkͽ, nͽðrjŋkͽ, nȣ̈ðrͽŋkȣ̈, nȣ̈ðrȣ̈ŋkȣ̈, nȣ̈ðriŋkȣ̈, nȣ̈ðreŋkȣ̈, nȣ̈ðrjŋkȣ̈, nɑðrͽŋkɑ, nɑðrȣ̈ŋkɑ, nɑðriŋkɑ, nɑðreŋkɑ, nɑðrjŋkɑ, næðrͽŋkæ, næðrȣ̈ŋkæ, næðriŋkæ, næðreŋkæ, næðrjŋkæ"
𐌰𐌽𐌰𐌵𐌰𐌻,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌰𐌻#Gothic,anaqal,anakʷal,quiet,n,anakʷal,ͽnwͽkͽlͽ,"ͽnwͽkͽlͽ, ͽnwͽkͽle, ͽnwͽwͽlͽ, ͽnwͽwͽle, ͽnjͽkͽlͽ, ͽnjͽkͽle, ͽnjͽwͽlͽ, ͽnjͽwͽle, ȣ̈nwȣ̈kȣ̈lͽ, ȣ̈nwȣ̈kȣ̈le, ȣ̈nwȣ̈wȣ̈lͽ, ȣ̈nwȣ̈wȣ̈le, ȣ̈njȣ̈kȣ̈lͽ, ȣ̈njȣ̈kȣ̈le, ȣ̈njȣ̈wȣ̈lͽ, ȣ̈njȣ̈wȣ̈le, ɑnwɑkɑlͽ, ɑnwɑkɑle, ɑnwɑwɑlͽ, ɑnwɑwɑle, ɑnjɑkɑlͽ, ɑnjɑkɑle, ɑnjɑwɑlͽ, ɑnjɑwɑle"
𐌰𐌽𐌰𐌵𐌹𐌸𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌸𐌰𐌽#Gothic,anaqiþan,anakʷɪθan,"denounce, censure, blaspheme",v,anakʷɪθ,ͽnkͽt͡ʃͽnͽ,"ͽnkͽt͡ʃͽnͽ, ͽnkͽt͡ʃͽne, ͽnkͽsͽnͽ, ͽnkͽsͽne, ͽnkȣ̈t͡ʃͽnͽ, ͽnkȣ̈t͡ʃͽne, ͽnkȣ̈sͽnͽ, ͽnkȣ̈sͽne, ͽnwͽt͡ʃͽnͽ, ͽnwͽt͡ʃͽne, ͽnwͽsͽnͽ, ͽnwͽsͽne, ͽnwȣ̈t͡ʃͽnͽ, ͽnwȣ̈t͡ʃͽne, ͽnwȣ̈sͽnͽ, ͽnwȣ̈sͽne, ȣ̈nkͽt͡ʃȣ̈nͽ, ȣ̈nkͽt͡ʃȣ̈ne, ȣ̈nkͽsȣ̈nͽ, ȣ̈nkͽsȣ̈ne, ȣ̈nkȣ̈t͡ʃȣ̈nͽ, ȣ̈nkȣ̈t͡ʃȣ̈ne, ȣ̈nkȣ̈sȣ̈nͽ, ȣ̈nkȣ̈sȣ̈ne, ȣ̈nwͽt͡ʃȣ̈nͽ, ȣ̈nwͽt͡ʃȣ̈ne, ȣ̈nwͽsȣ̈nͽ, ȣ̈nwͽsȣ̈ne, ȣ̈nwȣ̈t͡ʃȣ̈nͽ, ȣ̈nwȣ̈t͡ʃȣ̈ne, ȣ̈nwȣ̈sȣ̈nͽ, ȣ̈nwȣ̈sȣ̈ne"
𐌰𐌽𐌰𐌵𐌹𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌼𐌰𐌽#Gothic,anaqiman,anakʷɪman,come_upon,v,anakʷɪm,ͽnkͽmͽnͽ,"ͽnkͽmͽnͽ, ͽnkͽmͽne, ͽnkȣ̈mͽnͽ, ͽnkȣ̈mͽne, ͽnwͽmͽnͽ, ͽnwͽmͽne, ͽnwȣ̈mͽnͽ, ͽnwȣ̈mͽne, ȣ̈nkͽmȣ̈nͽ, ȣ̈nkͽmȣ̈ne, ȣ̈nkȣ̈mȣ̈nͽ, ȣ̈nkȣ̈mȣ̈ne, ȣ̈nwͽmȣ̈nͽ, ȣ̈nwͽmȣ̈ne, ȣ̈nwȣ̈mȣ̈nͽ, ȣ̈nwȣ̈mȣ̈ne, ɑnkͽmɑnͽ, ɑnkͽmɑne, ɑnkȣ̈mɑnͽ, ɑnkȣ̈mɑne, ɑnwͽmɑnͽ, ɑnwͽmɑne, ɑnwȣ̈mɑnͽ, ɑnwȣ̈mɑne"
𐌰𐌽𐌰𐌵𐌹𐌿𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐌿𐌾𐌰𐌽#Gothic,anaqiujan,anakʷɪujan,"compel, force",v,anakʷɪuj,ͽnkͽjͽnͽ,"ͽnkͽjͽnͽ, ͽnkejͽne, ͽnkæjͽnæ, ͽnwͽjͽnͽ, ͽnwejͽne, ͽnwæjͽnæ, ȣ̈nkͽjȣ̈nͽ, ȣ̈nkejȣ̈ne, ȣ̈nkæjȣ̈næ, ȣ̈nwͽjȣ̈nͽ, ȣ̈nwejȣ̈ne, ȣ̈nwæjȣ̈næ, ɑnkͽjɑnͽ, ɑnkejɑne, ɑnkæjɑnæ, ɑnwͽjɑnͽ, ɑnwejɑne, ɑnwæjɑnæ, ænkͽjænͽ, ænkejæne, ænkæjænæ, ænwͽjænͽ, ænwejæne, ænwæjænæ"
𐌰𐌽𐌰𐌵𐌹𐍃𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌵𐌹𐍃𐍃#Gothic,anaqiss,anakʷɪss,blasphemy,n,anakʷɪss,nͽkͽss,"nͽkͽss, nͽkȣ̈ss, nͽkiss, nͽwͽss, nͽwȣ̈ss, nͽwiss, nȣ̈kͽss, nȣ̈kȣ̈ss, nȣ̈kiss, nȣ̈wͽss, nȣ̈wȣ̈ss, nȣ̈wiss, nɑkͽss, nɑkȣ̈ss, nɑkiss, nɑwͽss, nɑwȣ̈ss, nɑwiss, nækͽss, nækȣ̈ss, nækiss, næwͽss, næwȣ̈ss, næwiss"
𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌱𐌰𐌽#Gothic,anahaban,anahaβan,"take_hold_of, possess",v,anahaβ,ͽnɣͽwͽnͽ,"ͽnɣͽwͽnͽ, ͽnɣͽwͽne, ͽnɣͽwͽnɑ, ͽnkͽwͽnͽ, ͽnkͽwͽne, ͽnkͽwͽnɑ, ͽnjͽwͽnͽ, ͽnjͽwͽne, ͽnjͽwͽnɑ, ȣ̈nɣȣ̈wȣ̈nͽ, ȣ̈nɣȣ̈wȣ̈ne, ȣ̈nɣȣ̈wȣ̈nɑ, ȣ̈nkȣ̈wȣ̈nͽ, ȣ̈nkȣ̈wȣ̈ne, ȣ̈nkȣ̈wȣ̈nɑ, ȣ̈njȣ̈wȣ̈nͽ, ȣ̈njȣ̈wȣ̈ne, ȣ̈njȣ̈wȣ̈nɑ, ɑnɣɑwɑnͽ, ɑnɣɑwɑne, ɑnɣɑwɑnɑ, ɑnkɑwɑnͽ, ɑnkɑwɑne, ɑnkɑwɑnɑ, ɑnjɑwɑnͽ, ɑnjɑwɑne, ɑnjɑwɑnɑ"
𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌹𐌼𐌴𐌹𐍃#Gothic,anahaimēis,anahɛmeɪs,"present, at_home",a,anahɛmeɪs,ͽnɣͽmͽwͽ,"ͽnɣͽmͽwͽ, ͽnɣͽmͽjͽ, ͽnɣͽmȣ̈wͽ, ͽnɣͽmȣ̈jͽ, ͽnɣȣ̈mͽwͽ, ͽnɣȣ̈mͽjͽ, ͽnɣȣ̈mȣ̈wͽ, ͽnɣȣ̈mȣ̈jͽ, ͽnkͽmͽwͽ, ͽnkͽmͽjͽ, ͽnkͽmȣ̈wͽ, ͽnkͽmȣ̈jͽ, ͽnkȣ̈mͽwͽ, ͽnkȣ̈mͽjͽ, ͽnkȣ̈mȣ̈wͽ, ͽnkȣ̈mȣ̈jͽ, ȣ̈nɣͽmͽwͽ, ȣ̈nɣͽmͽjͽ, ȣ̈nɣͽmȣ̈wͽ, ȣ̈nɣͽmȣ̈jͽ, ȣ̈nɣȣ̈mͽwͽ, ȣ̈nɣȣ̈mͽjͽ, ȣ̈nɣȣ̈mȣ̈wͽ, ȣ̈nɣȣ̈mȣ̈jͽ, ȣ̈nkͽmͽwͽ, ȣ̈nkͽmͽjͽ, ȣ̈nkͽmȣ̈wͽ, ȣ̈nkͽmȣ̈jͽ, ȣ̈nkȣ̈mͽwͽ, ȣ̈nkȣ̈mͽjͽ, ȣ̈nkȣ̈mȣ̈wͽ, ȣ̈nkȣ̈mȣ̈jͽ"
𐌰𐌽𐌰𐌷𐌰𐌹𐍄𐌰𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌹𐍄𐌰𐌽#Gothic,anahaitan,anahɛtan,"invoke, beseech, call_upon",v,anahɛt,ͽnɣͽtͽnͽ,"ͽnɣͽtͽnͽ, ͽnɣͽtͽne, ͽnɣȣ̈tͽnͽ, ͽnɣȣ̈tͽne, ͽnkͽtͽnͽ, ͽnkͽtͽne, ͽnkȣ̈tͽnͽ, ͽnkȣ̈tͽne, ȣ̈nɣͽtȣ̈nͽ, ȣ̈nɣͽtȣ̈ne, ȣ̈nɣȣ̈tȣ̈nͽ, ȣ̈nɣȣ̈tȣ̈ne, ȣ̈nkͽtȣ̈nͽ, ȣ̈nkͽtȣ̈ne, ȣ̈nkȣ̈tȣ̈nͽ, ȣ̈nkȣ̈tȣ̈ne, ɑnɣͽtɑnͽ, ɑnɣͽtɑne, ɑnɣȣ̈tɑnͽ, ɑnɣȣ̈tɑne, ɑnkͽtɑnͽ, ɑnkͽtɑne, ɑnkȣ̈tɑnͽ, ɑnkȣ̈tɑne"
𐌰𐌽𐌰𐌷𐌰𐌼𐍉𐌽,https://en.wiktionary.org/wiki/𐌰𐌽𐌰𐌷𐌰𐌼𐍉𐌽#Gothic,anahamōn,anahamon,get_dressed,v,anahamon,ͽnɣͽmͽnͽ,"ͽnɣͽmͽnͽ, ͽnɣͽmene, ͽnɣͽmænæ, ͽnkͽmͽnͽ, ͽnkͽmene, ͽnkͽmænæ, ͽnjͽmͽnͽ, ͽnjͽmene, ͽnjͽmænæ, ȣ̈nɣȣ̈mͽnͽ, ȣ̈nɣȣ̈mene, ȣ̈nɣȣ̈mænæ, ȣ̈nkȣ̈mͽnͽ, ȣ̈nkȣ̈mene, ȣ̈nkȣ̈mænæ, ȣ̈njȣ̈mͽnͽ, ȣ̈njȣ̈mene, ȣ̈njȣ̈mænæ, ɑnɣɑmͽnͽ, ɑnɣɑmene, ɑnɣɑmænæ, ɑnkɑmͽnͽ, ɑnkɑmene, ɑnkɑmænæ, ɑnjɑmͽnͽ, ɑnjɑmene, ɑnjɑmænæ"
