L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌰𐌷𐍄𐌿𐌳𐌰,ahtuda,eighth,https://koeblergerhard.de/wikiling/?f=got&page=8,ahtuða,1,certain,form,"Adj., a",ͽɣtͽðͽ,"ͽɣtͽðͽ, ͽɣteðͽ, ͽɣtæðͽ, ͽktͽðͽ, ͽkteðͽ, ͽktæðͽ, ͽjtͽðͽ, ͽjteðͽ, ͽjtæðͽ, ȣ̈ɣtͽðȣ̈, ȣ̈ɣteðȣ̈, ȣ̈ɣtæðȣ̈, ȣ̈ktͽðȣ̈, ȣ̈kteðȣ̈, ȣ̈ktæðȣ̈, ȣ̈jtͽðȣ̈, ȣ̈jteðȣ̈, ȣ̈jtæðȣ̈, ɑɣtͽðɑ, ɑɣteðɑ, ɑɣtæðɑ, ɑktͽðɑ, ɑkteðɑ, ɑktæðɑ, ɑjtͽðɑ, ɑjteðɑ, ɑjtæðɑ"
𐌰𐍈𐌰,aƕa,"flowing_body_of_water, river, stream, torrent",https://koeblergerhard.de/wikiling/?f=got&page=8,ahʷa,7,certain,not_reconstructed,"F., n",ͽɣͽ,"ͽɣͽ, ͽkͽ, ͽjͽ, ͽwͽ, ȣ̈ɣȣ̈, ȣ̈kȣ̈, ȣ̈jȣ̈, ȣ̈wȣ̈, ɑɣɑ, ɑkɑ, ɑjɑ, ɑwɑ, æɣæ, ækæ, æjæ, æwæ"
𐌰𐌹𐌳𐍃,aids,fire,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛðs,0,uncertain,word,"M., n",ͽðsͽ,"ͽðsͽ, ͽðse, ͽðsɑ, ͽðsæ, ȣ̈ðsͽ, ȣ̈ðse, ȣ̈ðsɑ, ȣ̈ðsæ, eðsͽ, eðse, eðsɑ, eðsæ, æðsͽ, æðse, æðsɑ, æðsæ, ɤðsͽ, ɤðse, ɤðsɑ, ɤðsæ"
𐌰𐌹𐍆𐍆𐌰𐌸𐌰,aíffaþa,open_up,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɸɸaθa,1,certain,not_reconstructed,"V., v",ͽwwͽt͡ʃͽ,"ͽwwͽt͡ʃͽ, ͽwwͽsͽ, ͽwwͽtͽ, ͽwwȣ̈t͡ʃȣ̈, ͽwwȣ̈sȣ̈, ͽwwȣ̈tȣ̈, ͽwwɑt͡ʃɑ, ͽwwɑsɑ, ͽwwɑtɑ, ȣ̈wwͽt͡ʃͽ, ȣ̈wwͽsͽ, ȣ̈wwͽtͽ, ȣ̈wwȣ̈t͡ʃȣ̈, ȣ̈wwȣ̈sȣ̈, ȣ̈wwȣ̈tȣ̈, ȣ̈wwɑt͡ʃɑ, ȣ̈wwɑsɑ, ȣ̈wwɑtɑ, ewwͽt͡ʃͽ, ewwͽsͽ, ewwͽtͽ, ewwȣ̈t͡ʃȣ̈, ewwȣ̈sȣ̈, ewwȣ̈tȣ̈, ewwɑt͡ʃɑ, ewwɑsɑ, ewwɑtɑ"
𐌰𐌹𐍆𐍂𐍃,aifrs,terrible,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɸr̥s,0,uncertain,word,"Adj., a",ͽwrsͽ,"ͽwrsͽ, ͽwrse, ͽwrsɑ, ͽwrsæ, ȣ̈wrsͽ, ȣ̈wrse, ȣ̈wrsɑ, ȣ̈wrsæ, ewrsͽ, ewrse, ewrsɑ, ewrsæ, æwrsͽ, æwrse, æwrsɑ, æwrsæ, ɤwrsͽ, ɤwrse, ɤwrsɑ, ɤwrsæ"
𐌰𐌹𐌲𐌰𐌽,aigan,"have, own, possess",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣ,32,certain,form,"V., v",ͽɣͽ,"ͽɣͽ, ͽɣe, ͽɣɑ, ͽɣæ, ȣ̈ɣͽ, ȣ̈ɣe, ȣ̈ɣɑ, ȣ̈ɣæ, eɣͽ, eɣe, eɣɑ, eɣæ, æɣͽ, æɣe, æɣɑ, æɣæ, ɤɣͽ, ɤɣe, ɤɣɑ, ɤɣæ"
𐌰𐌹𐌲𐌹𐌽,aigin,"belongings, possessions, property",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪn,6,certain,form,"N., n",ͽɣͽnͽ,"ͽɣͽnͽ, ͽɣͽne, ͽɣͽnɑ, ͽɣȣ̈nͽ, ͽɣȣ̈ne, ͽɣȣ̈nɑ, ͽɣinͽ, ͽɣine, ͽɣinɑ, ȣ̈ɣͽnͽ, ȣ̈ɣͽne, ȣ̈ɣͽnɑ, ȣ̈ɣȣ̈nͽ, ȣ̈ɣȣ̈ne, ȣ̈ɣȣ̈nɑ, ȣ̈ɣinͽ, ȣ̈ɣine, ȣ̈ɣinɑ, eɣͽnͽ, eɣͽne, eɣͽnɑ, eɣȣ̈nͽ, eɣȣ̈ne, eɣȣ̈nɑ, eɣinͽ, eɣine, eɣinɑ"
𐌰𐌹𐌲𐌹𐌽𐍉𐌽,aiginōn,"appropriate, make_one’s_own",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪnon,0,uncertain,word,"V., v",ͽɣwͽnͽnͽ,"ͽɣwͽnͽnͽ, ͽɣwͽnene, ͽɣwȣ̈nͽnͽ, ͽɣwȣ̈nene, ͽɣjͽnͽnͽ, ͽɣjͽnene, ͽɣjȣ̈nͽnͽ, ͽɣjȣ̈nene, ȣ̈ɣwͽnͽnͽ, ȣ̈ɣwͽnene, ȣ̈ɣwȣ̈nͽnͽ, ȣ̈ɣwȣ̈nene, ȣ̈ɣjͽnͽnͽ, ȣ̈ɣjͽnene, ȣ̈ɣjȣ̈nͽnͽ, ȣ̈ɣjȣ̈nene, eɣwͽnͽnͽ, eɣwͽnene, eɣwȣ̈nͽnͽ, eɣwȣ̈nene, eɣjͽnͽnͽ, eɣjͽnene, eɣjȣ̈nͽnͽ, eɣjȣ̈nene"
𐌰𐌹𐌲𐌹𐌽𐍃,aigins,of_one’s_own,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛɣɪns,0,uncertain,word,"Adj., a",wͽɣͽns,"wͽɣͽns, wͽɣȣ̈ns, wͽɣins, wȣ̈ɣͽns, wȣ̈ɣȣ̈ns, wȣ̈ɣins, weɣͽns, weɣȣ̈ns, weɣins, jͽɣͽns, jͽɣȣ̈ns, jͽɣins, jȣ̈ɣͽns, jȣ̈ɣȣ̈ns, jȣ̈ɣins, jeɣͽns, jeɣȣ̈ns, jeɣins, kͽɣͽns, kͽɣȣ̈ns, kͽɣins, kȣ̈ɣͽns, kȣ̈ɣȣ̈ns, kȣ̈ɣins, keɣͽns, keɣȣ̈ns, keɣins"
𐌰𐌹𐌷𐍄𐍂,aihtr,"complaint, lament, request",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtr,0,certain,word,"N., n",ͽɣtrͽ,"ͽɣtrͽ, ͽɣtre, ͽɣtrɑ, ͽktrͽ, ͽktre, ͽktrɑ, ͽjtrͽ, ͽjtre, ͽjtrɑ, ȣ̈ɣtrͽ, ȣ̈ɣtre, ȣ̈ɣtrɑ, ȣ̈ktrͽ, ȣ̈ktre, ȣ̈ktrɑ, ȣ̈jtrͽ, ȣ̈jtre, ȣ̈jtrɑ, eɣtrͽ, eɣtre, eɣtrɑ, ektrͽ, ektre, ektrɑ, ejtrͽ, ejtre, ejtrɑ"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽,aihtrōn,"beg, pray, request_for_oneself, beseech, supplicate",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtron,5,certain,not_reconstructed,"V., v",ͽɣtͽrͽnͽ,"ͽɣtͽrͽnͽ, ͽɣtͽrȣnͽ, ͽɣterͽne, ͽɣterȣne, ͽktͽrͽnͽ, ͽktͽrȣnͽ, ͽkterͽne, ͽkterȣne, ɑɣtͽrͽnͽ, ɑɣtͽrȣnͽ, ɑɣterͽne, ɑɣterȣne, ɑktͽrͽnͽ, ɑktͽrȣnͽ, ɑkterͽne, ɑkterȣne, uɣtͽrͽnͽ, uɣtͽrȣnͽ, uɣterͽne, uɣterȣne, uktͽrͽnͽ, uktͽrȣnͽ, ukterͽne, ukterȣne"
𐌰𐌹𐌷𐍄𐍂𐍉𐌽𐍃,aihtrōns,"prayer, supplication",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhtrons,3,certain,form,"F., n",wͽtrͽnsͽ,"wͽtrͽnsͽ, wͽtrȣnsͽ, wͽtronsͽ, wetrͽnse, wetrȣnse, wetronse, wɑtrͽnsɑ, wɑtrȣnsɑ, wɑtronsɑ, jͽtrͽnsͽ, jͽtrȣnsͽ, jͽtronsͽ, jetrͽnse, jetrȣnse, jetronse, jɑtrͽnsɑ, jɑtrȣnsɑ, jɑtronsɑ, kͽtrͽnsͽ, kͽtrȣnsͽ, kͽtronsͽ, ketrͽnse, ketrȣnse, ketronse, kɑtrͽnsɑ, kɑtrȣnsɑ, kɑtronsɑ"
𐌰𐌹𐌷𐍄𐍃,aihts,"belongings, property, possessions",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhts,2,certain,form,"F., n",ͽɣtsͽ,"ͽɣtsͽ, ͽɣtse, ͽɣtsɑ, ͽktsͽ, ͽktse, ͽktsɑ, ͽjtsͽ, ͽjtse, ͽjtsɑ, ȣ̈ɣtsͽ, ȣ̈ɣtse, ȣ̈ɣtsɑ, ȣ̈ktsͽ, ȣ̈ktse, ȣ̈ktsɑ, ȣ̈jtsͽ, ȣ̈jtse, ȣ̈jtsɑ, eɣtsͽ, eɣtse, eɣtsɑ, ektsͽ, ektse, ektsɑ, ejtsͽ, ejtse, ejtsɑ"
𐌰𐌹𐍈𐌰𐍄𐌿𐌽𐌳𐌹,aíƕatundi,"thornbush, bramble, prickly_bush",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷatundɪ,3,certain,form,"F., n",ɣͽtͽnðͽ,"ɣͽtͽnðͽ, ɣͽtͽnðȣ̈, ɣͽtͽntͽ, ɣͽtͽntȣ̈, ɣͽtenðͽ, ɣͽtenðȣ̈, ɣͽtentͽ, ɣͽtentȣ̈, ɣȣ̈tͽnðͽ, ɣȣ̈tͽnðȣ̈, ɣȣ̈tͽntͽ, ɣȣ̈tͽntȣ̈, ɣȣ̈tenðͽ, ɣȣ̈tenðȣ̈, ɣȣ̈tentͽ, ɣȣ̈tentȣ̈, kͽtͽnðͽ, kͽtͽnðȣ̈, kͽtͽntͽ, kͽtͽntȣ̈, kͽtenðͽ, kͽtenðȣ̈, kͽtentͽ, kͽtentȣ̈, kȣ̈tͽnðͽ, kȣ̈tͽnðȣ̈, kȣ̈tͽntͽ, kȣ̈tͽntȣ̈, kȣ̈tenðͽ, kȣ̈tenðȣ̈, kȣ̈tentͽ, kȣ̈tentȣ̈"
𐌰𐌹𐍈𐍃,aíƕs,"horse, name_of_erune",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛhʷs,1,certain,form,"M., n",ͽɣsͽ,"ͽɣsͽ, ͽɣse, ͽɣsɑ, ͽksͽ, ͽkse, ͽksɑ, ͽjsͽ, ͽjse, ͽjsɑ, ȣ̈ɣsͽ, ȣ̈ɣse, ȣ̈ɣsɑ, ȣ̈ksͽ, ȣ̈kse, ȣ̈ksɑ, ȣ̈jsͽ, ȣ̈jse, ȣ̈jsɑ, eɣsͽ, eɣse, eɣsɑ, eksͽ, ekse, eksɑ, ejsͽ, ejse, ejsɑ"
𐌰𐌹𐌺𐌰𐌽,aikan,speak,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛk,0,uncertain,word,"V., v",ͽkͽ,"ͽkͽ, ͽke, ͽkɑ, ͽkæ, ȣ̈kͽ, ȣ̈ke, ȣ̈kɑ, ȣ̈kæ, ekͽ, eke, ekɑ, ekæ, ækͽ, æke, ækɑ, ækæ, ɤkͽ, ɤke, ɤkɑ, ɤkæ"
𐌰𐌹𐌺𐌺𐌻e𐍃𐌾𐍉,aíkklesjō,"church, church_building, religious_congregation, house_of_god",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛkklesjo,42,certain,not_reconstructed,"F., n",wͽklͽsjͽ,"wͽklͽsjͽ, wͽklͽsjȣ, wͽklɑsjͽ, wͽklɑsjȣ, weklͽsjͽ, weklͽsjȣ, weklɑsjͽ, weklɑsjȣ, jͽklͽsjͽ, jͽklͽsjȣ, jͽklɑsjͽ, jͽklɑsjȣ, jeklͽsjͽ, jeklͽsjȣ, jeklɑsjͽ, jeklɑsjȣ, kͽklͽsjͽ, kͽklͽsjȣ, kͽklɑsjͽ, kͽklɑsjȣ, keklͽsjͽ, keklͽsjȣ, keklɑsjͽ, keklɑsjȣ"
𐌰𐌹𐌺𐍃,aiks,oak,https://koeblergerhard.de/wikiling/?f=got&page=9,ɛks,0,uncertain,word,"F., n",ͽksͽ,"ͽksͽ, ͽkse, ͽksɑ, ͽksæ, ȣ̈ksͽ, ȣ̈kse, ȣ̈ksɑ, ȣ̈ksæ, eksͽ, ekse, eksɑ, eksæ, æksͽ, ækse, æksɑ, æksæ, ɤksͽ, ɤkse, ɤksɑ, ɤksæ"
𐌰𐌹𐌻𐍉e,aílōe,"eloi, my_god",https://koeblergerhard.de/wikiling/?f=got&page=9,ɛloe,2,certain,not_reconstructed,"Interj., r",ͽlͽwͽ,"ͽlͽwͽ, ͽlͽwȣ̈, ͽlͽjͽ, ͽlͽjȣ̈, ͽlewͽ, ͽlewȣ̈, ͽlejͽ, ͽlejȣ̈, ȣ̈lͽwͽ, ȣ̈lͽwȣ̈, ȣ̈lͽjͽ, ȣ̈lͽjȣ̈, ȣ̈lewͽ, ȣ̈lewȣ̈, ȣ̈lejͽ, ȣ̈lejȣ̈, elͽwͽ, elͽwȣ̈, elͽjͽ, elͽjȣ̈, elewͽ, elewȣ̈, elejͽ, elejȣ̈"
𐌰𐌹𐌽𐌰𐌱𐌰𐌿𐍂,ainabaúr,"onlybegotten_one, onlyborn_one",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnaβɔr,1,certain,form,"Adj., M., an",ͽnwͽwͽrͽ,"ͽnwͽwͽrͽ, ͽnwͽwere, ͽnwȣ̈wͽrͽ, ͽnwȣ̈were, ͽnjͽwͽrͽ, ͽnjͽwere, ͽnjȣ̈wͽrͽ, ͽnjȣ̈were, ȣ̈nwͽwͽrͽ, ȣ̈nwͽwere, ȣ̈nwȣ̈wͽrͽ, ȣ̈nwȣ̈were, ȣ̈njͽwͽrͽ, ȣ̈njͽwere, ȣ̈njȣ̈wͽrͽ, ȣ̈njȣ̈were, enwͽwͽrͽ, enwͽwere, enwȣ̈wͽrͽ, enwȣ̈were, enjͽwͽrͽ, enjͽwere, enjȣ̈wͽrͽ, enjȣ̈were"
𐌰𐌹𐌽𐌰𐌷𐌰,ainaha,"only, sole",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnaha,3,certain,not_reconstructed,"Adj., a",ͽnͽɣͽ,"ͽnͽɣͽ, ͽnͽkͽ, ͽnͽjͽ, ͽnȣ̈ɣȣ̈, ͽnȣ̈kȣ̈, ͽnȣ̈jȣ̈, ͽnɑɣɑ, ͽnɑkɑ, ͽnɑjɑ, ȣ̈nͽɣͽ, ȣ̈nͽkͽ, ȣ̈nͽjͽ, ȣ̈nȣ̈ɣȣ̈, ȣ̈nȣ̈kȣ̈, ȣ̈nȣ̈jȣ̈, ȣ̈nɑɣɑ, ȣ̈nɑkɑ, ȣ̈nɑjɑ, enͽɣͽ, enͽkͽ, enͽjͽ, enȣ̈ɣȣ̈, enȣ̈kȣ̈, enȣ̈jȣ̈, enɑɣɑ, enɑkɑ, enɑjɑ"
𐌰𐌹𐌽𐌰𐌺𐌻𐍃,ainakls,"alone, standing_alone, lonely, solitary",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnakl̥s,1,certain,form,"Adj., a",nͽklsͽ,"nͽklsͽ, nͽklse, nͽklsɑ, nͽklsæ, nͽklsu, nȣ̈klsͽ, nȣ̈klse, nȣ̈klsɑ, nȣ̈klsæ, nȣ̈klsu, nɑklsͽ, nɑklse, nɑklsɑ, nɑklsæ, nɑklsu, næklsͽ, næklse, næklsɑ, næklsæ, næklsu"
𐌰𐌹𐌽𐌰𐌼𐌿𐌽𐌳𐌹𐌸𐌰,ainamundiþa,"onemindedness, unanimity",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnamundɪθa,3,certain,form,"F., n",ͽnmͽðͽt͡ʃͽ,"ͽnmͽðͽt͡ʃͽ, ͽnmͽðͽsͽ, ͽnmͽðȣ̈t͡ʃͽ, ͽnmͽðȣ̈sͽ, ͽnmͽtͽt͡ʃͽ, ͽnmͽtͽsͽ, ͽnmͽtȣ̈t͡ʃͽ, ͽnmͽtȣ̈sͽ, ͽnmeðͽt͡ʃͽ, ͽnmeðͽsͽ, ͽnmeðȣ̈t͡ʃͽ, ͽnmeðȣ̈sͽ, ͽnmetͽt͡ʃͽ, ͽnmetͽsͽ, ͽnmetȣ̈t͡ʃͽ, ͽnmetȣ̈sͽ, ȣ̈nmͽðͽt͡ʃͽ, ȣ̈nmͽðͽsͽ, ȣ̈nmͽðȣ̈t͡ʃͽ, ȣ̈nmͽðȣ̈sͽ, ȣ̈nmͽtͽt͡ʃͽ, ȣ̈nmͽtͽsͽ, ȣ̈nmͽtȣ̈t͡ʃͽ, ȣ̈nmͽtȣ̈sͽ, ȣ̈nmeðͽt͡ʃͽ, ȣ̈nmeðͽsͽ, ȣ̈nmeðȣ̈t͡ʃͽ, ȣ̈nmeðȣ̈sͽ, ȣ̈nmetͽt͡ʃͽ, ȣ̈nmetͽsͽ, ȣ̈nmetȣ̈t͡ʃͽ, ȣ̈nmetȣ̈sͽ"
𐌰𐌹𐌽𐌰𐌼𐌿𐌽𐌳𐍃,ainamunds,"of_one_mind, unanimous",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnamunds,0,uncertain,word,"Adj., a",nͽmͽðs,"nͽmͽðs, nͽmͽts, nͽmȣðs, nͽmȣts, nͽmuðs, nͽmuts, nɑmͽðs, nɑmͽts, nɑmȣðs, nɑmȣts, nɑmuðs, nɑmuts, numͽðs, numͽts, numȣðs, numȣts, numuðs, numuts, nomͽðs, nomͽts, nomȣðs, nomȣts, nomuðs, nomuts"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐌰𐌱𐌰,ainfalþaba,"simply, candidly, wholeheartedly",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθaβa,1,certain,not_reconstructed,"Adv., r",ͽnwͽlͽwͽ,"ͽnwͽlͽwͽ, ͽnwȣ̈lȣ̈wȣ̈, ͽnwɑlɑwɑ, ͽnwælæwæ, ȣ̈nwͽlͽwͽ, ȣ̈nwȣ̈lȣ̈wȣ̈, ȣ̈nwɑlɑwɑ, ȣ̈nwælæwæ, enwͽlͽwͽ, enwȣ̈lȣ̈wȣ̈, enwɑlɑwɑ, enwælæwæ, ænwͽlͽwͽ, ænwȣ̈lȣ̈wȣ̈, ænwɑlɑwɑ, ænwælæwæ, ɤnwͽlͽwͽ, ɤnwȣ̈lȣ̈wȣ̈, ɤnwɑlɑwɑ, ɤnwælæwæ"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸e𐌹,ainfalþei,"genuineheartedness, sincerity, simplicity",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθi,6,certain,form,"F., n",wͽnwͽlt͡ʃͽ,"wͽnwͽlt͡ʃͽ, wͽnwͽlt͡ʃȣ̈, wͽnwͽlsͽ, wͽnwͽlsȣ̈, wͽnwȣ̈lt͡ʃͽ, wͽnwȣ̈lt͡ʃȣ̈, wͽnwȣ̈lsͽ, wͽnwȣ̈lsȣ̈, wȣ̈nwͽlt͡ʃͽ, wȣ̈nwͽlt͡ʃȣ̈, wȣ̈nwͽlsͽ, wȣ̈nwͽlsȣ̈, wȣ̈nwȣ̈lt͡ʃͽ, wȣ̈nwȣ̈lt͡ʃȣ̈, wȣ̈nwȣ̈lsͽ, wȣ̈nwȣ̈lsȣ̈, jͽnwͽlt͡ʃͽ, jͽnwͽlt͡ʃȣ̈, jͽnwͽlsͽ, jͽnwͽlsȣ̈, jͽnwȣ̈lt͡ʃͽ, jͽnwȣ̈lt͡ʃȣ̈, jͽnwȣ̈lsͽ, jͽnwȣ̈lsȣ̈, jȣ̈nwͽlt͡ʃͽ, jȣ̈nwͽlt͡ʃȣ̈, jȣ̈nwͽlsͽ, jȣ̈nwͽlsȣ̈, jȣ̈nwȣ̈lt͡ʃͽ, jȣ̈nwȣ̈lt͡ʃȣ̈, jȣ̈nwȣ̈lsͽ, jȣ̈nwȣ̈lsȣ̈"
𐌰𐌹𐌽𐍆𐌰𐌻𐌸𐍃,ainfalþs,"in_one_piece, simple, single, whole",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnɸalθs,1,certain,form,"Adj., a",wͽnwͽlt͡ʃͽ,"wͽnwͽlt͡ʃͽ, wͽnwͽlt͡ʃe, wͽnwͽlsͽ, wͽnwͽlse, wͽnwȣ̈lt͡ʃͽ, wͽnwȣ̈lt͡ʃe, wͽnwȣ̈lsͽ, wͽnwȣ̈lse, wȣ̈nwͽlt͡ʃͽ, wȣ̈nwͽlt͡ʃe, wȣ̈nwͽlsͽ, wȣ̈nwͽlse, wȣ̈nwȣ̈lt͡ʃͽ, wȣ̈nwȣ̈lt͡ʃe, wȣ̈nwȣ̈lsͽ, wȣ̈nwȣ̈lse, jͽnwͽlt͡ʃͽ, jͽnwͽlt͡ʃe, jͽnwͽlsͽ, jͽnwͽlse, jͽnwȣ̈lt͡ʃͽ, jͽnwȣ̈lt͡ʃe, jͽnwȣ̈lsͽ, jͽnwȣ̈lse, jȣ̈nwͽlt͡ʃͽ, jȣ̈nwͽlt͡ʃe, jȣ̈nwͽlsͽ, jȣ̈nwͽlse, jȣ̈nwȣ̈lt͡ʃͽ, jȣ̈nwȣ̈lt͡ʃe, jȣ̈nwȣ̈lsͽ, jȣ̈nwȣ̈lse"
𐌰𐌹𐌽𐍈𐌰𐍂𐌾𐌹𐌶𐌿𐌷,ainƕarjizuh,"each, each_one, everyone",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnhʷarjɪzuh,14,certain,not_reconstructed,"Pron., r",ͽnɣͽrͽðͽ,"ͽnɣͽrͽðͽ, ͽnɣͽrͽsͽ, ͽnɣͽrȣ̈ðͽ, ͽnɣͽrȣ̈sͽ, ͽnɣȣ̈rͽðͽ, ͽnɣȣ̈rͽsͽ, ͽnɣȣ̈rȣ̈ðͽ, ͽnɣȣ̈rȣ̈sͽ, ͽnkͽrͽðͽ, ͽnkͽrͽsͽ, ͽnkͽrȣ̈ðͽ, ͽnkͽrȣ̈sͽ, ͽnkȣ̈rͽðͽ, ͽnkȣ̈rͽsͽ, ͽnkȣ̈rȣ̈ðͽ, ͽnkȣ̈rȣ̈sͽ, ȣ̈nɣͽrͽðͽ, ȣ̈nɣͽrͽsͽ, ȣ̈nɣͽrȣ̈ðͽ, ȣ̈nɣͽrȣ̈sͽ, ȣ̈nɣȣ̈rͽðͽ, ȣ̈nɣȣ̈rͽsͽ, ȣ̈nɣȣ̈rȣ̈ðͽ, ȣ̈nɣȣ̈rȣ̈sͽ, ȣ̈nkͽrͽðͽ, ȣ̈nkͽrͽsͽ, ȣ̈nkͽrȣ̈ðͽ, ȣ̈nkͽrȣ̈sͽ, ȣ̈nkȣ̈rͽðͽ, ȣ̈nkȣ̈rͽsͽ, ȣ̈nkȣ̈rȣ̈ðͽ, ȣ̈nkȣ̈rȣ̈sͽ"
𐌰𐌹𐌽𐍈𐌰𐌸𐌰𐍂𐌿𐌷,ainƕaþaruh,each_one_of_two,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnhʷaθaruh,1,certain,form,"Pron., r",ͽnɣͽt͡ʃͽrͽ,"ͽnɣͽt͡ʃͽrͽ, ͽnɣͽt͡ʃͽre, ͽnɣͽsͽrͽ, ͽnɣͽsͽre, ͽnɣȣ̈t͡ʃȣ̈rͽ, ͽnɣȣ̈t͡ʃȣ̈re, ͽnɣȣ̈sȣ̈rͽ, ͽnɣȣ̈sȣ̈re, ͽnkͽt͡ʃͽrͽ, ͽnkͽt͡ʃͽre, ͽnkͽsͽrͽ, ͽnkͽsͽre, ͽnkȣ̈t͡ʃȣ̈rͽ, ͽnkȣ̈t͡ʃȣ̈re, ͽnkȣ̈sȣ̈rͽ, ͽnkȣ̈sȣ̈re, ȣ̈nɣͽt͡ʃͽrͽ, ȣ̈nɣͽt͡ʃͽre, ȣ̈nɣͽsͽrͽ, ȣ̈nɣͽsͽre, ȣ̈nɣȣ̈t͡ʃȣ̈rͽ, ȣ̈nɣȣ̈t͡ʃȣ̈re, ȣ̈nɣȣ̈sȣ̈rͽ, ȣ̈nɣȣ̈sȣ̈re, ȣ̈nkͽt͡ʃͽrͽ, ȣ̈nkͽt͡ʃͽre, ȣ̈nkͽsͽrͽ, ȣ̈nkͽsͽre, ȣ̈nkȣ̈t͡ʃȣ̈rͽ, ȣ̈nkȣ̈t͡ʃȣ̈re, ȣ̈nkȣ̈sȣ̈rͽ, ȣ̈nkȣ̈sȣ̈re"
𐌰𐌹𐌽𐌻𐌹𐍆,ainlif,eleven,https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnlɪɸ,2,certain,form,"Num., r",ͽnlͽwͽ,"ͽnlͽwͽ, ͽnlͽwe, ͽnlͽwɑ, ͽnlȣ̈wͽ, ͽnlȣ̈we, ͽnlȣ̈wɑ, ͽnliwͽ, ͽnliwe, ͽnliwɑ, ȣ̈nlͽwͽ, ȣ̈nlͽwe, ȣ̈nlͽwɑ, ȣ̈nlȣ̈wͽ, ȣ̈nlȣ̈we, ȣ̈nlȣ̈wɑ, ȣ̈nliwͽ, ȣ̈nliwe, ȣ̈nliwɑ, enlͽwͽ, enlͽwe, enlͽwɑ, enlȣ̈wͽ, enlȣ̈we, enlȣ̈wɑ, enliwͽ, enliwe, enliwɑ"
𐌰𐌹𐌽𐍃,ains,"a, an, alone, one, once, only, single_one, someone, anyone",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛns,197,certain,not_reconstructed,"Adj., Num., ar",ͽnsͽ,"ͽnsͽ, ͽnse, ͽnsɑ, ͽnsæ, ȣ̈nsͽ, ȣ̈nse, ȣ̈nsɑ, ȣ̈nsæ, ensͽ, ense, ensɑ, ensæ, ænsͽ, ænse, ænsɑ, ænsæ, ɤnsͽ, ɤnse, ɤnsɑ, ɤnsæ"
𐌰𐌹𐌽𐍃𐌷𐌿𐌽,ainshun,"anyone, one, not_anyone, none",https://koeblergerhard.de/wikiling/?f=got&page=10,ɛnshun,75,certain,not_reconstructed,"Pron., r",ͽnsͽɣͽnͽ,"ͽnsͽɣͽnͽ, ͽnsͽɣȣnͽ, ͽnsͽkͽnͽ, ͽnsͽkȣnͽ, ͽnseɣͽne, ͽnseɣȣne, ͽnsekͽne, ͽnsekȣne, ɑnsͽɣͽnͽ, ɑnsͽɣȣnͽ, ɑnsͽkͽnͽ, ɑnsͽkȣnͽ, ɑnseɣͽne, ɑnseɣȣne, ɑnsekͽne, ɑnsekȣne, unsͽɣͽnͽ, unsͽɣȣnͽ, unsͽkͽnͽ, unsͽkȣnͽ, unseɣͽne, unseɣȣne, unsekͽne, unsekȣne"
