hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,hun_ipa,regexroot
bűn,1200,12. sz. vége,end of 12. century ,bűn,,"['deed', 'evil', 'felony', 'foul deed', 'guilt', 'iniquity', 'misdeed', 'offence', 'offense', 'outrage', 'peccancy', 'sin', 'transgression', 'trespass', 'wickedness', 'wrongdoing']","deed, evil, felony, foul_deed, guilt, iniquity, misdeed, offence, offense, outrage, peccancy, sin, transgression, trespass, wickedness, wrongdoing",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,byːn,^(j|m|s)?(p)(i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
d,1200,12. sz. vége,end of 12. century ,-d2,+,d,d,,,,r,d,#d# not old/Gothic
de,1200,12. sz. vége,end of 12. century ,de1,,['but'],but,9. Szófajváltással keletkezett szavak ?,9. Words formed by word change?,,r,dɛ,#d not old/Gothic
egy,1200,12. sz. vége,end of 12. century ,egy,,"['a', 'number one', 'one', 'single']","a, number_one, one, single",,,,r,ɛɟ,^(j|m|s)?(e|i)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
előtt,1200,12. sz. vége,end of 12. century ,előtt,,"['afore', 'ago', 'before', 'in front of']","afore, ago, before, in_front_of",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,ɛløːtt,^(j|m|s)?(e|i)(l|lk|m|ð)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ember,1200,12. sz. vége,end of 12. century ,ember,,"['bleeder', 'body', 'man, men', 'mortal', 'number', 'one', 'people', 'person', 'soul', 'walla', 'wallah']","bleeder, body, man, men, mortal, number, one, people, person, soul, walla, wallah",13. Szóösszetétellel keletkezett szavak ?,13. Words formed by word composition?,,n,ɛmbɛr,"mb, r# not old/Gothic"
enged,1200,12. sz. vége,end of 12. century ,enged,,"['to allow', 'to allow of', 'to come round', 'to comply with', 'to concede', 'to give, gave, given', 'to give in', 'to give way', 'have, had', 'to have, had', 'to knuckle down', 'to leave, left', 'to let, let', ""to lower one's flag"", 'to permit', 'to pull', 'to relent', ""to strike one's flag"", 'to submit', 'to unbend, unbent', 'to yield']","allow, allow_of, come_round, comply_with, concede, give, gave, given, give_in, give_way, have, had, have, had, knuckle_down, leave, left, let, let, ""lower_ones_flag"", permit, pull, relent, ""strike_ones_flag"", submit, unbend, unbent, yield",a) Török jövevényszavak általában ?,a) Turkish newcomers in general?,,v,ɛnɡɛd,^(j|m|s)?(e|i)(n)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ért,1200,12. sz. vége,end of 12. century ,-ért,+,"['to catch on', 'to dig, dug', 'to get, got', 'to savvy', 'to see, saw, seen', 'to understand, understood']","catch_on, dig, dug, get, got, savvy, see, saw, seen, understand, understood",,,,v,eːrt,rt# not old/Gothic
érte,1200,12. sz. vége,end of 12. century ,érte,,for him,for_him,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,v,eːrtɛ,^(j|m|s)?(e)(r)(ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
és,1200,12. sz. vége,end of 12. century ,és,,"['and', 'more', 'plus']","and, more, plus",13. Szóösszetétellel keletkezett szavak ?,13. Words formed by word composition?,,r,eːʃ,^(j|m|s)?(e)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ez,1200,12. sz. vége,end of 12. century ,ez1,,this,this,"1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,r,ɛz,^(j|m|s)?(e|i)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
faj,1200,12. sz. vége,end of 12. century ,faj,,"['genus, genera', 'kind', 'persuasion', 'race', 'tribe']","genus, genera, kind, persuasion, race, tribe","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,fɒj,^(j|m|s)?(p)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
felől,1200,12. sz. vége,end of 12. century ,felől,,from,from,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,fɛløːl,^(j|m|s)?(p)(e|o|æ)(l|lk|m|ð)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
gyümölcs,1200,12. sz. vége,end of 12. century ,gyümölcs,,"['bearing', 'fructification', 'fruit']","bearing, fructification, fruit",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,ɟymølt͡ʃ,"#ɟ, lt͡ʃ# not old/Gothic"
h,1200,12. sz. vége,end of 12. century ,-h,+,h,h,,,,r,h,#h# not old/Gothic
hall,1200,12. sz. vége,end of 12. century ,hall1,,"['foyer', 'hall', 'hallway', 'to hear, heard', 'lounge', 'main lounge', 'vestibule']","foyer, hall, hallway, hear, heard, lounge, main_lounge, vestibule",,,,v,hɒll,ll# not old/Gothic
hamis,1200,12. sz. vége,end of 12. century ,hamis,,"['base', 'bastard', 'bogus', 'bum', 'counterfeit', 'deceitful', 'disingenuous', 'double', 'dud', 'false', 'hollow', 'insincere', 'loaded', 'make-believe', 'mendacious', 'mock', 'off-key', 'phoney', 'phony', 'pseud-', 'pseudo-', 'sham', 'simulated', 'spurious', 'surreptitious', 'truthless', 'unjust', 'unmusical', 'untrue', 'wrong']","base, bastard, bogus, bum, counterfeit, deceitful, disingenuous, double, dud, false, hollow, insincere, loaded, make-believe, mendacious, mock, off-key, phoney, phony, pseud-, pseudo-, sham, simulated, spurious, surreptitious, truthless, unjust, unmusical, untrue, wrong",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,a,hɒmiʃ,^(j|m|s)?(k)(e|o|u|ɑ)(jm|lm|m)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hamu,1200,12. sz. vége,end of 12. century ,hamu,,"['ash', 'cinder']","ash, cinder","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,a,hɒmu,u# not old/Gothic
hat,1200,12. sz. vége,end of 12. century ,-hat/-het,+,"['to act', 'to actuate', 'to affect', 'to get home', 'to hit home', 'to operate', 'six', 'to strike home', 'to take, took, taken', 'to take effect', 'to tell, told', 'to work']","act, actuate, affect, get_home, hit_home, operate, six, strike_home, take, took, taken, take_effect, tell, told, work",,,,v,hɒt,^(j|m|s)?(k)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
het,1200,12. sz. vége,end of 12. century ,-hat/-het,+,seven,seven,,,,v,hɛt,^(j|m|s)?(k)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hatalom,1200,12. sz. vége,end of 12. century ,hatalom,,"['authority', 'force', 'grip', 'hold', 'lever', 'leverage', 'lordship', 'mastery', 'might', 'power', 'sway']","authority, force, grip, hold, lever, leverage, lordship, mastery, might, power, sway",1. Származékszavak ,1. Derivatives,,n,hɒtɒlom,m# not old/Gothic
heon,1200,12. sz. vége,end of 12. century ,heon,,Heon,Heon,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,a,hɛon,ɛo not old/Gothic
hogy,1200,12. sz. vége,end of 12. century ,hogy1,,"['as', 'that']","as, that",,,,r,hoɟ,^(j|m|s)?(k)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hogy,1200,12. sz. vége,end of 12. century ,hogy2,,"['as', 'that']","as, that",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,r,hoɟ,^(j|m|s)?(k)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hoz,1200,12. sz. vége,end of 12. century ,-hoz/-hez/-höz,+,"['to bear, bore, born', 'to bear, bore, borne', 'to bring, brought', 'to bring in', 'to convey', 'to get, got', 'to land', 'to return', 'to yield']","bear, bore, born, bear, bore, borne, bring, brought, bring_in, convey, get, got, land, return, yield",,,,v,hoz,^(j|m|s)?(k)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
hez,1200,12. sz. vége,end of 12. century ,-hoz/-hez/-höz,+,offer,offer,,,,n,hɛz,^(j|m|s)?(k)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
höz,1200,12. sz. vége,end of 12. century ,-hoz/-hez/-höz,+,to,to,,,,n,høz,^(j|m|s)?(k)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
i,1200,12. sz. vége,end of 12. century ,-i2,+,i,i,,,,r,i,#i# not old/Gothic
iktat,1200,12. sz. vége,end of 12. century ,iktat,,"['to docket', 'to file', 'to register']","docket, file, register","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,iktɒt,kt not old/Gothic
imád,1200,12. sz. vége,end of 12. century ,imád,,"['to adore', 'to bless, blest', 'to bless', 'to worship']","adore, bless, blest, bless, worship",1. Származékszavak ,1. Derivatives,,v,imaːd,^(j|m|s)?(i)(jm|lm|m)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
is,1200,12. sz. vége,end of 12. century ,is,,"['also', 'eke', 'too']","also, eke, too",13. Szóösszetétellel keletkezett szavak ?,13. Words formed by word composition?,,r,iʃ,^(j|m|s)?(i)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
isa,1200,12. sz. vége,end of 12. century ,isa,,isa,isa,13. Szóösszetétellel keletkezett szavak ?,13. Words formed by word composition?,,v,iʃɒ,ɒ# not old/Gothic
isten,1200,12. sz. vége,end of 12. century ,isten,,['divinity'],divinity,1. Származékszavak ?,1. Derivatives?,,n,iʃtɛn,ʃt not old/Gothic
ít,1200,12. sz. vége,end of 12. century ,-ít~-ajt/-ejt,+,ít,ít,,,,r,iːt,^(j|m|s)?(i)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ajt,1200,12. sz. vége,end of 12. century ,-ít~-ajt/-ejt,+,doors,doors,,,,v,ɒjt,jt# not old/Gothic
ejt,1200,12. sz. vége,end of 12. century ,-ít~-ajt/-ejt,+,"['to drop', 'to throw overboard']","drop, throw_overboard",,,,v,ɛjt,jt# not old/Gothic
j,1200,12. sz. vége,end of 12. century ,-j,+,j,j,,,,r,j,#j# not old/Gothic
jár,1200,12. sz. vége,end of 12. century ,jár,,"['to gang', 'to go, went, gone', 'to run, ran, run', 'to spook', 'to step', 'to travel', 'to tread, trod, trodden', 'to waggle', 'to walk']","gang, go, went, gone, run, ran, run, spook, step, travel, tread, trod, trodden, waggle, walk","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,jaːr,r# not old/Gothic
juk,1200,12. sz. vége,end of 12. century ,-juk/-jük1,+,Juk,Juk,,,,r,juk,^(j|m|s)?(j)(o|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
jük,1200,12. sz. vége,end of 12. century ,-juk/-jük1,+,Juk,Juk,,,,r,jyk,^(j|m|s)?(j)(i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
jut,1200,12. sz. vége,end of 12. century ,jut,,"['to come into', 'to fall on', 'to get, got', 'to get into', 'to make, made']","come_into, fall_on, get, got, get_into, make, made","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,jut,^(j|m|s)?(j)(o|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
k,1200,12. sz. vége,end of 12. century ,-k1,+,k,k,,,,r,k,#k# not old/Gothic
k,1200,12. sz. vége,end of 12. century ,-k2,+,k,k,,,,r,k,#k# not old/Gothic
k,1200,12. sz. vége,end of 12. century ,-k3,+,k,k,,,,r,k,#k# not old/Gothic
k,1200,12. sz. vége,end of 12. century ,-k4,+,k,k,,,,r,k,#k# not old/Gothic
k,1200,12. sz. vége,end of 12. century ,-k5,+,k,k,,,,r,k,#k# not old/Gothic
kegyelem,1200,12. sz. vége,end of 12. century ,kegyelem,,"['clemency', 'grace', 'mercy', 'quarter']","clemency, grace, mercy, quarter",1. Származékszavak ,1. Derivatives,,n,kɛɟɛlɛm,m# not old/Gothic
ki,1200,12. sz. vége,end of 12. century ,ki1,,"['forth', 'off', 'out']","forth, off, out","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,r,ki,i# not old/Gothic
kiált,1200,12. sz. vége,end of 12. century ,kiált,,"['to bark', 'to call', 'to chirp', 'to cry', 'to exclaim', 'to hoop', 'to shout', 'to whoop', 'to yammer']","bark, call, chirp, cry, exclaim, hoop, shout, whoop, yammer","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,kiaːlt,"ia, lt# not old/Gothic"
l,1200,12. sz. vége,end of 12. century ,-l2,+,l,l,,,,r,l,#l# not old/Gothic
m,1200,12. sz. vége,end of 12. century ,-m2,+,m,m,,,,r,m,#m# not old/Gothic
maga,1200,12. sz. vége,end of 12. century ,maga,,"['oneself', 'self, selves', 'selves']","oneself, self, selves, selves",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,mɒɡɒ,ɒ# not old/Gothic
meg,1200,12. sz. vége,end of 12. century ,meg1,,"['added to', 'and', 'more', 'plus']","added_to, and, more, plus",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,mɛɡ,^(j|m|s)?(m)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ment,1200,12. sz. vége,end of 12. century ,ment,,went,went,1. Származékszavak ,1. Derivatives,,v,mɛnt,nt# not old/Gothic
menny,1200,12. sz. vége,end of 12. century ,menny,,['heaven'],heaven,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,mɛnɲ,nɲ# not old/Gothic
mennyi,1200,12. sz. vége,end of 12. century ,mennyi,,['what'],what,1. Származékszavak ,1. Derivatives,,r,mɛnɲi,"nɲ, i# not old/Gothic"
mi,1200,12. sz. vége,end of 12. century ,mi2,,['what'],what,"1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,r,mi,i# not old/Gothic
mind,1200,12. sz. vége,end of 12. century ,mind,,"['all', 'each', 'en masse', 'every', 'every one']","all, each, en_masse, every, every_one",1. Származékszavak ?,1. Derivatives?,,r,mind,nd# not old/Gothic
mond,1200,12. sz. vége,end of 12. century ,mond,,"['to give, gave, given', 'have, had', 'to have, had', 'to pronounce', 'to tell, told', 'to term']","give, gave, given, have, had, have, had, pronounce, tell, told, term","1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,v,mond,nd# not old/Gothic
múlik,1200,12. sz. vége,end of 12. century ,múlik,,"['to elapse', 'to go by', 'to go, went, gone', 'to hinge', 'to pass', 'to progress', 'to roll by', 'to roll on', 'to waste']","elapse, go_by, go, went, gone, hinge, pass, progress, roll_by, roll_on, waste","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,muːlik,^(j|m|s)?(m)(o|u)(l|lk|m|ð)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
n,1200,12. sz. vége,end of 12. century ,-n2,+,n,n,,,,r,n,#n# not old/Gothic
na,1200,12. sz. vége,end of 12. century ,-na/-ne,+,So,So,,,,r,nɒ,ɒ# not old/Gothic
ne,1200,12. sz. vége,end of 12. century ,-na/-ne,+,not,not,,,,v,nɛ,^(j|m|s)?(n)(ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ná,1200,12. sz. vége,end of 12. century ,-ná/-né,+,So,So,,,,a,naː,a# not old/Gothic
né,1200,12. sz. vége,end of 12. century ,-ná/-né,+,not,not,,,,n,neː,^(j|m|s)?(n)(æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nak,1200,12. sz. vége,end of 12. century ,-nak/-nek1,+,s,s,,,,r,nɒk,^(j|m|s)?(n)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nek,1200,12. sz. vége,end of 12. century ,-nak/-nek1,+,s,s,,,,n,nɛk,^(j|m|s)?(n)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nak,1200,12. sz. vége,end of 12. century ,-nak/-nek2,+,s,s,,,,r,nɒk,^(j|m|s)?(n)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nek,1200,12. sz. vége,end of 12. century ,-nak/-nek2,+,s,s,,,,n,nɛk,^(j|m|s)?(n)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nap,1200,12. sz. vége,end of 12. century ,nap,,"['day', 'sun', 'term']","day, sun, term",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,r,nɒp,^(j|m|s)?(n)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
neki,1200,12. sz. vége,end of 12. century ,neki,,['it'],it,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,nɛki,"k, i# not old/Gothic"
nem,1200,12. sz. vége,end of 12. century ,nem1,,"['breed', 'genus, genera', 'nay', 'no', 'non-', 'nope', 'not', 'sex', 'tribe']","breed, genus, genera, nay, no, non-, nope, not, sex, tribe",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,r,nɛm,m# not old/Gothic
ni,1200,12. sz. vége,end of 12. century ,-ni,+,ni,ni,,,,r,ni,i# not old/Gothic
nyi,1200,12. sz. vége,end of 12. century ,-nyi,+,of all the,of_all_the,,,,a,ɲi,i# not old/Gothic
nyugalom,1200,12. sz. vége,end of 12. century ,nyugalom,,"['calm', 'calmness', 'complacence', 'complacency', 'ease', 'equanimity', 'imperturbability', 'poise', 'quiet', 'quietness', 'quietude', 'repose', 'rest', 'serenity', 'silence', 'still', 'stillness', 'tranquillity', 'tranquilness', 'whist']","calm, calmness, complacence, complacency, ease, equanimity, imperturbability, poise, quiet, quietness, quietude, repose, rest, serenity, silence, still, stillness, tranquillity, tranquilness, whist",1. Származékszavak ,1. Derivatives,,n,ɲuɡɒlom,m# not old/Gothic
old,1200,12. sz. vége,end of 12. century ,old,,p,p,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,old,"#o, ld# not old/Gothic"
oly,1200,12. sz. vége,end of 12. century ,oly,,by,by,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,oj,#o not old/Gothic
ő,1200,12. sz. vége,end of 12. century ,ő,,He,He,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,øː,#ø# not old/Gothic
ördög,1200,12. sz. vége,end of 12. century ,ördög,,"['black bogy', 'bogy', 'bogy man', 'devil', 'dickens', 'fiend', 'poker', 'Satan']","black_bogy, bogy, bogy_man, devil, dickens, fiend, poker, Satan",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,ørdøɡ,rd not old/Gothic
paradicsom,1200,12. sz. vége,end of 12. century ,paradicsom1,,"['heaven', 'love-apple', 'paradise', 'tomato']","heaven, love-apple, paradise, tomato",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,pɒrɒdit͡ʃom,"#p, t͡ʃ, m# not old/Gothic"
pokol,1200,12. sz. vége,end of 12. century ,pokol,,"['bottomless pit', 'hell', 'inferno', 'nether regions', 'nether world', 'pit', 'place below', 'shades']","bottomless_pit, hell, inferno, nether_regions, nether_world, pit, place_below, shades",c) Szlovén jövevényszavak ?,c) Slovenian newcomer words?,,n,pokol,"#p, k not old/Gothic"
por,1200,12. sz. vége,end of 12. century ,por,,"['candy', 'dust', 'powder']","candy, dust, powder","1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,n,por,"#p, r# not old/Gothic"
rész,1200,12. sz. vége,end of 12. century ,rész,,"['bay', 'detail', 'division', 'fraction', 'part', 'passage', 'peak', 'place', 'portion', 'proportion', 'section', 'segment', 'share', 'side', 'snack']","bay, detail, division, fraction, part, passage, peak, place, portion, proportion, section, segment, share, side, snack","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,reːs,"#r, s# not old/Gothic"
ság,1200,12. sz. vége,end of 12. century ,-ság/-ség,+,pany,pany,,,,n,ʃaːɡ,#ʃ not old/Gothic
ség,1200,12. sz. vége,end of 12. century ,-ság/-ség,+,ness,ness,,,,n,ʃeːɡ,#ʃ not old/Gothic
sz,1200,12. sz. vége,end of 12. century ,-sz2,+,s,s,,,,r,s,#s# not old/Gothic
szabad,1200,12. sz. vége,end of 12. century ,szabad,,"['aerial', 'clear', 'dateless', 'disengaged', 'franchised', 'frank', 'free', 'freehold', 'leisure', 'loose', 'may', 'off', 'off the ration', 'permissible', 'quit', 'unattached', 'unbound', 'unfettered', 'unhampered', 'unimpeded', 'unobstructed', 'unobscured', 'vacant']","aerial, clear, dateless, disengaged, franchised, frank, free, freehold, leisure, loose, may, off, off_the_ration, permissible, quit, unattached, unbound, unfettered, unhampered, unimpeded, unobstructed, unobscured, vacant",,,,a,sɒbɒd,^(j|m|s)?(ʃʲ)(e|o|u|ɑ)(mp)(e|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
t,1200,12. sz. vége,end of 12. century ,-t2,+,t,t,,,,r,t,#t# not old/Gothic
t,1200,12. sz. vége,end of 12. century ,-t3,+,t,t,,,,r,t,#t# not old/Gothic
t,1200,12. sz. vége,end of 12. century ,-t~-tt2,+,t,t,,,,r,t,#t# not old/Gothic
tt,1200,12. sz. vége,end of 12. century ,-t~-tt2,+,tt,tt,,,,r,tt,#tt# not old/Gothic
t,1200,12. sz. vége,end of 12. century ,-t~-tt3,+,t,t,,,,r,t,#t# not old/Gothic
tt,1200,12. sz. vége,end of 12. century ,-t~-tt3,+,tt,tt,,,,r,tt,#tt# not old/Gothic
temet,1200,12. sz. vége,end of 12. century ,temet,,funeral,funeral,1. Származékszavak ,1. Derivatives,,v,tɛmɛt,^(j|m|s)?(t)(e|o|æ)(jm|lm|m)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
terem,1200,12. sz. vége,end of 12. century ,terem1,,"['to bear, bore, born', 'to bear, bore, borne', 'to bring forth', 'to crop', 'to produce', 'room', 'saloon', 'to yield']","bear, bore, born, bear, bore, borne, bring_forth, crop, produce, room, saloon, yield",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,tɛrɛm,m# not old/Gothic
test,1200,12. sz. vége,end of 12. century ,test,,"['body', 'flesh', 'frame', 'hull', 'mortal clay', 'shell', 'solid body', 'solid figure', 'soma', 'torso']","body, flesh, frame, hull, mortal_clay, shell, solid_body, solid_figure, soma, torso",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,tɛʃt,ʃt# not old/Gothic
ti,1200,12. sz. vége,end of 12. century ,ti,,you,you,"1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,r,ti,i# not old/Gothic
tilt,1200,12. sz. vége,end of 12. century ,tilt,,"['to forbid, forbade, forbidden', 'to prohibit']","forbid, forbade, forbidden, prohibit",1. Származékszavak ,1. Derivatives,,v,tilt,lt# not old/Gothic
tok,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök1,+,"['case', 'casing', 'holder', 'holster', 'husk', 'pod', 'sheath', 'shuck', 'skin', 'socket']","case, casing, holder, holster, husk, pod, sheath, shuck, skin, socket",,,,n,tok,^(j|m|s)?(t)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tek,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök1,+,tek,tek,,,,v,tɛk,^(j|m|s)?(t)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tök,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök1,+,"['dork', 'gourd', 'knockers', 'marrow', 'squash', 'stone', 'vegetable marrow']","dork, gourd, knockers, marrow, squash, stone, vegetable_marrow",,,,n,tøk,^(j|m|s)?(t)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tok,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök2,+,"['case', 'casing', 'holder', 'holster', 'husk', 'pod', 'sheath', 'shuck', 'skin', 'socket']","case, casing, holder, holster, husk, pod, sheath, shuck, skin, socket",,,,n,tok,^(j|m|s)?(t)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tek,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök2,+,tek,tek,,,,v,tɛk,^(j|m|s)?(t)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tök,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök2,+,"['dork', 'gourd', 'knockers', 'marrow', 'squash', 'stone', 'vegetable marrow']","dork, gourd, knockers, marrow, squash, stone, vegetable_marrow",,,,n,tøk,^(j|m|s)?(t)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tok,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök3,+,"['case', 'casing', 'holder', 'holster', 'husk', 'pod', 'sheath', 'shuck', 'skin', 'socket']","case, casing, holder, holster, husk, pod, sheath, shuck, skin, socket",,,,n,tok,^(j|m|s)?(t)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tek,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök3,+,tek,tek,,,,v,tɛk,^(j|m|s)?(t)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tök,1200,12. sz. vége,end of 12. century ,-tok/-tek/-tök3,+,"['dork', 'gourd', 'knockers', 'marrow', 'squash', 'stone', 'vegetable marrow']","dork, gourd, knockers, marrow, squash, stone, vegetable_marrow",,,,n,tøk,^(j|m|s)?(t)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tól,1200,12. sz. vége,end of 12. century ,-tól/-től,+,from,from,,,,r,toːl,^(j|m|s)?(t)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
től,1200,12. sz. vége,end of 12. century ,-tól/-től,+,from,from,,,,n,tøːl,^(j|m|s)?(t)(e|i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tömlöc,1200,12. sz. vége,end of 12. century ,tömlöc,,['cells'],cells,b) Horvát-szerb jövevényszavak ?,b) Croatian-Serbian newcomer words?,,a,tømløt͡s,t͡s# not old/Gothic
uk,1200,12. sz. vége,end of 12. century ,-uk/-ük1,+,uk,uk,,,,r,uk,^(j|m|s)?(u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
ük,1200,12. sz. vége,end of 12. century ,-uk/-ük1,+,ÜK,ÜK,,,,r,yk,#y not old/Gothic
uk,1200,12. sz. vége,end of 12. century ,-uk/-ük2~-juk/jük,+,uk,uk,,,,r,uk,^(j|m|s)?(u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
