word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
öszvér,1395,1395 k.,öszvér,,['mule'],,a,øsveːr
palack,1395,1395 k.,palack,,['bottle'],,n,pɒlɒt͡sk
paplan,1395,1395 k.,paplan,,"['duvet', 'quilt']",,n,pɒplɒn
paraj,1395,1395 k.,paraj,,,,n,pɒrɒj
párna,1395,1395 k.,párna,,"['bolster', 'cod', 'cod pillow', 'cushion', 'pad', 'pillow']",,n,paːrnɒ
páva,1395,1395 k.,páva,,['peacock'],1. Latin jövevényszavak általában ,n,paːvɒ
pecsenye,1395,1395 k.,pecsenye,,['roast joint'],,n,pɛt͡ʃɛɲɛ
pelikán,1395,1395 k.,pelikán,,['pelican'],1. Latin jövevényszavak általában ,n,pɛlikaːn
perec,1395,1395 k.,perec,,['twist'],1. Német jövevényszavak általában ,n,pɛrɛt͡s
petrezselyem,1395,1395 k.,petrezselyem,,['parsley'],,n,pɛtrɛʒɛjɛm
piskóta,1395,1395 k.,piskóta,,,,n,piʃkoːtɒ
pohárnok,1395,1395 k.,pohárnok,,['cup-bearer'],3. Román jövevényszavak ?,n,pohaːrnok
rác,1395,1395 k.,rác,,,,n,raːt͡s
remek,1395,1395 k.,remek,,"['aces', 'to be all aces', 'bitching', 'bitching twitching', 'boss', 'bully', 'capital', 'cheese', 'crackajack', 'dandy', 'delicate', 'divvy', 'exquisite', 'fine', 'fucking', 'glorious', 'gorgeous', 'grand', 'helluva', 'lovely', 'masterful', 'mind-blowing', 'nifty', 'prime', 'proud', 'rattling', 'rattling good', 'ripping', 'scrummy', 'scrumptious', 'shit hot', 'slick', 'smashing', 'sniffy', 'spiffy', 'superb', 'swell', 'top notch', 'topping', 'way-out', 'wayout']",,a,rɛmɛk
retek,1395,1395 k.,retek,,['radish'],,n,rɛtɛk
ruta,1395,1395 k.,ruta,,"['herb grace', 'herb of grace', 'lozenge', 'rue']",1. Olasz (többnyire északolasz) jövevényszavak ?,n,rutɒ
sáfrány,1395,1395 k.,sáfrány,,"['crocus', 'saffron']",D) VÁNDORSZÓK ,n,ʃaːfraːɲ
savó,1395,1395 k.,savó,,['whey'],1. Származékszavak ,n,ʃɒvoː
seprő,1395,1395 k.,seprő,,"['excrement', 'fur', 'sweeping']",,n,ʃɛprøː
serpenyő,1395,1395 k.,serpenyő,,"['casserole', 'dripping-pan', 'frying pan', 'pan', 'skillet', 'spider', 'stewing-pan', 'stew-pan', 'tray', 'trough']",F) VITATOTT EREDETŰ SZAVAK ,n,ʃɛrpɛɲøː
serte,1395,1395 k.,serte,,"['cirrus, cirri']",b) Csuvasos típusú jövevényszavak ?,n,ʃɛrtɛ
sín,1395,1395 k.,sín,,"['guide', 'rail', 'rails', 'splint', 'tracks', 'track']",,n,ʃiːn
skorpió,1395,1395 k.,skorpió,,,,n,ʃkorpioː
szegfű,1395,1395 k.,szegfű,,['carnation'],,n,sɛɡfyː
székhely,1395,1395 k.,székhely,,['seat'],13. Szóösszetétellel keletkezett szavak ,n,seːkhɛj
szikra,1395,1395 k.,szikra,,"['flake', 'scintilla', 'spark', 'sparkle']",,n,sikrɒ
szőnyeg,1395,1395 k.,szőnyeg,,"['carpet', 'carpeting', 'rug']",,n,søːɲɛɡ
szú,1395,1395 k.,szú,,,,n,suː
tajték,1395,1395 k.,tajték,,"['foam', 'froth', 'lather', 'scum', 'spume', 'surf', 'yeast']",,n,tɒjteːk
taliga,1395,1395 k.,taliga,,"['barrow', 'cart', 'truck']",D) VÁNDORSZÓK ,n,tɒliɡɒ
tányér,1395,1395 k.,tányér,,"['plate', 'platter']",1. Olasz (többnyire északolasz) jövevényszavak ,n,taːɲeːr
teknősbéka,1395,1395 k.,teknősbéka,,"['tortoise', 'turtle']",13. Szóösszetétellel keletkezett szavak ,n,tɛknøːʃbeːkɒ
tengely,1395,1395 k.,tengely,,"['axle', 'axle-tree', 'centerline', 'shaft', 'spindle', 'spool']",,n,tɛnɡɛj
tetű,1395,1395 k.,tetű,,"['cootie', 'cooty', 'crappy', 'crawler', 'louse, lice', 'shit', 'shit-face', 'shit-heel', 'sleaze', 'sleazebag', 'stinky']",,n,tɛtyː
teve,1395,1395 k.,teve,,['camel'],b) Csuvasos típusú jövevényszavak ,r,tɛvɛ
töpörtyű,1395,1395 k.,töpörtyű,,,,n,tøpørcyː
tű,1395,1395 k.,tű,,"['indicator', 'needle', 'pin', 'preen', 'stylus']",9. Szófajváltással keletkezett szavak ,n,tyː
uzsonna,1395,1395 k.,uzsonna,,"['afternoon tea', 'high-tea', 'snack']",,n,uʒonnɒ
üget,1395,1395 k.,üget,,"['to lope', 'to trot']",,v,yɡɛt
ürü,1395,1395 k.,ürü,,,a) Török jövevényszavak általában ,r,yry
üst,1395,1395 k.,üst,,"['caldron', 'cauldron', 'kettle']",G) ISMERETLEN EREDETŰ SZAVAK ,n,yʃt
üsző,1395,1395 k.,üsző,,,"3. Ősi, ugor kori szavak ?",n,ysøː
vacsora,1395,1395 k.,vacsora,,"['dinner', 'supper']",,n,vɒt͡ʃorɒ
vakondok,1395,1395 k.,vakondok,,,1. Származékszavak ,n,vɒkondok
varádics,1395,1395 k.,varádics,,,,n,vɒraːdit͡ʃ
vasmacska,1395,1395 k.,vasmacska,,['anchor'],,n,vɒʃmɒt͡ʃkɒ
véka,1395,1395 k.,véka,,['bushel'],a) Orosz jövevényszavak ?,v,veːkɒ
vércse,1395,1395 k.,vércse,,,1. Származékszavak ,n,veːrt͡ʃɛ
villa,1395,1395 k.,villa1,,"['fork', 'villa']",,n,villɒ
vitorla,1395,1395 k.,vitorla,,"['fan-tail', 'sail', 'sheet']",a) Bolgár jövevényszavak ?,n,vitorlɒ
vőfély,1395,1395 k.,vőfély,,['best man'],,n,vøːfeːj
zabál,1395,1395 k.,zabál,,"['to be hogging it', 'to gobble', 'to gobble up', 'to gorge', 'to gorge oneself', 'to guzzle', 'to scarf out', 'to stoke', 'to stoke up', 'to stuff']",,v,zɒbaːl
zanót,1395,1395 k.,zanót,,,d) Nyugati szláv jövevényszavak (általában) ?,n,zɒnoːt
zár,1395,1395 k.,zár,,"['to confine', 'to fasten', 'fastening', 'latch', 'lock', 'obturator', 'occlusion', 'snap']",d) Nyugati szláv jövevényszavak (általában) ?,v,zaːr
zsámoly,1395,1395 k.,zsámoly,,"['cutty-stool', 'foot-stool', 'footstool', 'stool']",4. Bajor jövevényszavak ,n,ʒaːmoj
zsemle,1395,1395 k.,zsemle,,"['bun', 'Vienna bread']",4. Bajor jövevényszavak ,n,ʒɛmlɛ
lepedő,1395,1395 k.,lepedő,,['sheet'],9. Szófajváltással keletkezett szavak ,n,lɛpɛdøː
legyez,1395,1395 k.,legyez,,['to fan'],,v,lɛɟɛz
lemez,1395,1395 k.,lemez,,"['flake', 'membrane', 'plate', 'section', 'sheet', 'slab']",,n,lɛmɛz
nyers,1416,"1395  tn.  (?),  1416 u.",nyers,,"['assertive', 'blunt', 'brusque', 'burly', 'coarse', 'crude', 'ecru', 'feral', 'green', 'gruff', 'harsh', 'homespun', 'inelegant', 'ramage', 'raw', 'rough', 'rude', 'rugged', 'surly', 'undressed', 'unfinished', 'unkindly']",G) ISMERETLEN EREDETŰ SZAVAK ,a,ɲɛrʃ
mészáros,1416,"1395 tn.,  1416 u.",mészáros,,['butcher'],,n,meːsaːroʃ
nyes,1533,"1395 tn., 1533",nyes,,"['to clip', 'to hack', 'to pare', 'to prune', 'to screw', 'to shear, sheared, shorn', 'to slice', 'to trim']","2. Ősi, finnugor kori szavak ?",n,ɲɛʃ
rosta,1405,"1395 tn.,1405 k.",rosta,,"['jig', 'purifier', 'screen', 'sifter']",,n,roʃtɒ
szelindek,1395,1395,szelindek,,['mastiff'],,n,sɛlindɛk
lepény,1395,1395,lepény,,,,n,lɛpeːɲ
ludas,1517,"1396 tn. (?), 1517",ludas,,,1. Származékszavak ,v,ludɒʃ
kotor,1518,"1396 tn. (?), 1518 k.",kotor,,"['to drag', 'to rabble', 'to scoop']",1. Származékszavak ,n,kotor
vincellér,1416,"1396 tn., 1416 u.",vincellér,,,4. Bajor jövevényszavak ,r,vint͡sɛlleːr
szigony,1533,"1397 tn., 1533",szigony,,"['fish-fork', 'gaff', 'harpoon', 'spear', 'striker']",,n,siɡoɲ
r,1397,1397,-r2,+,,,v,r
nyár,1416,"1398 tn. (?), 1416 u.",nyár2,,"['poplar', 'summer', 'summertime']",F) VITATOTT EREDETŰ SZAVAK ,n,ɲaːr
bendő,1585,"1398 tn. (?), 1585",bendő,,"['first stomach', 'maw', 'tripes']",1. Német jövevényszavak általában ?,n,bɛndøː
pusztít,1416,"1398 tn., 1416 u.",pusztít,,['to rave'],1. Származékszavak ,v,pustiːt
szívós,1566,"1398 tn., 1566",szívós,,"['to die hard', 'hardy', 'persistent', 'stout', 'tenacious', 'tough']",,a,siːvoːʃ
pászma,1398,1398,pászma,,['hasp'],,n,paːsmɒ
negédes,1495,"1399 tn., 1495 e.",negédes,,['namby-pamby'],G) ISMERETLEN EREDETŰ SZAVAK ,a,nɛɡeːdɛʃ
zsákmány,1399,1399,zsákmány,,"['booty', 'capture', 'catch', 'chase', 'filch', 'haul', 'heist', 'loot', 'pillage', 'prey', 'prize', 'quarry', 'sack', 'spoil', 'swag', 'takings']",4. Bajor jövevényszavak ,n,ʒaːkmaːɲ
léc,1399,1399,léc,,"['batten', 'slat', 'spacer', 'splint', 'stretcher']",1. Német jövevényszavak általában ?,n,leːt͡s
csíra,1577,"1400  tn  (?),  1577 k.",csíra,,"['embryo', 'germ', 'rudiment', 'seed', 'sprout']",,n,t͡ʃiːrɒ
fésű,1527,"1400  tn.  (?),  1527",fésű,,['comb'],,n,feːʃyː
bamba,1777,"1400  tn.  (?),  1777",bamba,,"['boob', 'booby', 'simple', 'tomfool']",1. Származékszavak ,a,bɒmbɒ
vacog,1790,"1400 tn. (?), 1790",vacog,,['to chatter'],,v,vɒt͡soɡ
otromba,1416,"1400 tn., 1416 u.",otromba,,"['blatant', 'bumpkin', 'gross', 'vulgar']",G) ISMERETLEN EREDETŰ SZAVAK ,a,otrombɒ
csaplár,1519,"1400 tn., 1519",csaplár,,,,a,t͡ʃɒplaːr
portéka,1527,"1400 tn., 1527",portéka,,,,n,porteːkɒ
tombol,1527,"1400 tn., 1527",tombol,,"['to be on the rampage', 'to rage', 'to ramp', 'to rampage', 'to rampage about', 'to rave', 'to storm']",1. Származékszavak ,v,tombol
csángó,1533,"1400 tn., 1533",csángó,,,1. Származékszavak ,a,t͡ʃaːnɡoː
derékalj,1400,1400,derékalj,,,,n,dɛreːkɒlj
ledér,1400,1400,ledér,,"['lecherous', 'wanton']",1. Német jövevényszavak általában ,a,lɛdeːr
józan,1416,"1401 tn., 1416 u.",józan,,"['advised', 'hard-headed', 'moderate', 'philosophical', 'rational', 'sane', 'sensible', 'sober', 'sound', 'steady']",,a,joːzɒn
toklász,1631,"1402 tn. (?), 1631",toklász,,,,n,toklaːs
barkács,1662,"1402 tn. (?), 1662",barkács,,,c) Szlovák jövevényszavak ?,a,bɒrkaːt͡ʃ
fok,1416,"1402 tn., 1416 u.",fok3,,"['degree', 'extent', 'head', 'measure', 'notch', 'phase', 'rate', 'remove', 'stage']","3. Ősi, ugor kori szavak ?",n,fok
csúf,1456,"1403 tn. (?), 1456 k.",csúf,,"['disfigured', 'ugly']",,a,t͡ʃuːf
forint,1481,"1403 tn., 1481 e.",forint,,['florin'],,n,forint
ráma,1493,"1403 tn., 1493",ráma,,"['chase', 'frame']",4. Bajor jövevényszavak ,n,raːmɒ
ponty,1508,"1403 tn., 1508",ponty,,['carp'],,n,ponc
kopik,1456,"1404 e. tn. (?), 1456 k.",kopik,,,"1. Hangutánzó, hangfestő szavak ?",v,kopik
szolgabíró,1404,1404,szolgabíró,,,,n,solɡɒbiːroː
fogan,1416,"1405 k. (?), 1416 u.",fogan,,,,v,foɡɒn
áll,1405,1405 k.,áll2,,"['to be at a stand', 'chin', 'to endure', 'to stagnate', 'to stand, stood']","2. Ősi, finnugor kori szavak ",v,aːll
ámpolna,1405,1405 k.,ámpolna,,,,n,aːmpolnɒ
an,1405,1405 k.,-an/-en2,+,,,a,ɒn
en,1405,1405 k.,-an/-en2,+,,,v,ɛn
arasz,1405,1405 k.,arasz,,['span'],"2. Ősi, finnugor kori szavak ",n,ɒrɒs
bordély,1405,1405 k.,bordély,,"['disorderly house', 'kip']",1. Olasz (többnyire északolasz) jövevényszavak ,n,bordeːj
böllér,1405,1405 k.,böllér,,['sticker'],7. Hazai német jövevényszavak ,n,bølleːr
csörlő,1405,1405 k.,csörlő,,"['capstan', 'crab', 'gin', 'recoiler', 'winch', 'windlass']",,n,t͡ʃørløː
dalmát,1405,1405 k.,dalmát,,,1. Latin jövevényszavak általában ,a,dɒlmaːt
dolmány,1405,1405 k.,dolmány,,,,n,dolmaːɲ
emészt,1405,1405 k.,emészt,,"['to digest', 'to gnaw, gnawed, gnawn', 'to gnaw']",1. Származékszavak ,v,ɛmeːst
esperes,1405,1405 k.,esperes,,,,n,ɛʃpɛrɛʃ
észak,1405,1405 k.,észak,,,,n,eːsɒk
fagy,1405,1405 k.,fagy,,"['chill', 'cold', 'to freeze, froze, frozen', 'frost']","2. Ősi, finnugor kori szavak ",n,fɒɟ
feleség,1405,1405 k.,feleség,,"['rib', 'wife, wives']",1. Származékszavak ,n,fɛlɛʃeːɡ
félhold,1405,1405 k.,félhold,,"['crescent', 'crescent moon', 'half moon', 'meniscus']",,n,feːlhold
Fiastyúk,1405,1405 k.,Fiastyúk,,,,r,fiɒʃcuːk
forgószél,1405,1405 k.,forgószél,,"['cyclonic storm', 'hurricane', 'typhoon', 'whirlwind']",,n,forɡoːseːl
gabona,1405,1405 k.,gabona,,"['corn', 'grain']",,n,ɡɒbonɒ
gombolyag,1405,1405 k.,gombolyag,,"['ball', 'clew', 'clue']",1. Származékszavak ,n,ɡombojɒɡ
harminc,1405,1405 k.,harminc,,['thirty'],I. Permi jövevényszavak ?,r,hɒrmint͡s
hetven,1405,1405 k.,hetven,,['seventy'],,r,hɛtvɛn
hinta,1405,1405 k.,hinta,,['swing'],,n,hintɒ
hortyog,1405,1405 k.,hortyog,,"['to saw gourds', 'to saw wood', 'to snore']","1. Hangutánzó, hangfestő szavak ",v,horcoɡ
húr,1405,1405 k.,húr,,"['chord', 'string']",G) ISMERETLEN EREDETŰ SZAVAK ,n,huːr
hüvelyk,1405,1405 k.,hüvelyk,,['inch'],1. Származékszavak ,n,hyvɛjk
ikra,1405,1405 k.,ikra1,,"['eggs', 'spawn']",,n,ikrɒ
íny,1405,1405 k.,íny,,"['gum', 'palate']","2. Ősi, finnugor kori szavak ",n,iːɲ
iszák,1405,1405 k.,iszák,,,,n,isaːk
kanonok,1405,1405 k.,kanonok,,"['prebend', 'prebendary']",2. Egyházi latin jövevényszavak ,n,kɒnonok
kelés,1405,1405 k.,kelés,,"['abscess', 'boil', 'fester', ""job's comforter""]",,n,kɛleːʃ
kikerics,1405,1405 k.,kikerics,,['autumn crocus'],,n,kikɛrit͡ʃ
kilincs,1405,1405 k.,kilincs,,"['clench', 'door handle', 'doorhandle', 'handle', 'latch', 'pawl', 'trip']",F) VITATOTT EREDETŰ SZAVAK ,n,kilint͡ʃ
kiskirály,1405,1405 k.,kiskirály,,['petty monarch'],13. Szóösszetétellel keletkezett szavak ,n,kiʃkiraːj
kocsma,1405,1405 k.,kocsma,,"['bar', 'boozer', 'dump', 'gin mill', 'grocery', 'jerry', 'jerry-shop', 'pub', 'public house', 'saloon', 'shades', 'shebang', 'tavern']",,n,kot͡ʃmɒ
köd,1405,1405 k.,köd,,"['fog', 'haze', 'mist', 'smoke']","1. Ősi, uráli kori szavak ",n,kød
köldök,1405,1405 k.,köldök,,"['belly button', 'navel', 'umbilicus, umbilici']",b) Csuvasos típusú jövevényszavak ,n,køldøk
kömény,1405,1405 k.,kömény,,,D) VÁNDORSZÓK ,n,kømeːɲ
köpül,1405,1405 k.,köpül,,['to churn'],1. Származékszavak ,n,køpyl
kurva,1405,1405 k.,kurva,,"['bimbo', 'chippy', 'drab', 'fucking', 'harlot', 'laced mutton', 'pickup', 'polecat', 'slag', 'whore', 'winchester goose']",,r,kurvɒ
lagymatag,1405,1405 k.,lagymatag,,"['faint', 'floppy', 'half-hearted', 'tepid']",1. Származékszavak ,n,lɒɟmɒtɒɡ
lakat,1405,1405 k.,lakat,,"['lock', 'padlock']",,n,lɒkɒt
lidérc,1405,1405 k.,lidérc,,"['cacodaemon', 'cacodemon', 'cow', 'hobgoblin', 'mare']",,n,lideːrt͡s
madzag,1405,1405 k.,madzag,,['string'],,n,mɒd͡zɒɡ
máj,1405,1405 k.,máj,,['liver'],"1. Ősi, uráli kori szavak ",n,maːj
málha,1405,1405 k.,málha,,"['impedimenta', 'pack']",,n,maːlhɒ
matring,1405,1405 k.,matring,,,"apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?",a,mɒtrinɡ
menyasszony,1405,1405 k.,menyasszony,,"['bride', 'fiancée']",,n,mɛɲɒʃsoɲ
motolla,1405,1405 k.,motolla,,"['paddle', 'reel', 'swift']",,a,motollɒ
mozsár,1405,1405 k.,mozsár,,['mortar'],1. Német jövevényszavak általában ,n,moʒaːr
nyolc,1405,1405 k.,nyolc,,['eight'],"3. Ősi, ugor kori szavak ",r,ɲolt͡s
orsó,1405,1405 k.,orsó,,"['arbor', 'bobbin', 'coil', 'reel', 'rotor', 'spindle', 'spool']",b) Csuvasos típusú jövevényszavak ,n,orʃoː
ösztön,1405,1405 k.,ösztön,,"['hunch', 'instinct']",,n,østøn
palánk,1405,1405 k.,palánk,,"['backboard', 'pale', 'palisade', 'plank', 'planking']",1. Német jövevényszavak általában ,n,pɒlaːnk
párduc,1405,1405 k.,párduc,,['panther'],1. Latin jövevényszavak általában ,n,paːrdut͡s
patika,1405,1405 k.,patika,,"[""chemist's""]",,n,pɒtikɒ
pecek,1405,1405 k.,pecek,,"['drift', 'key', 'pawl', 'peg', 'pin', 'skewer', 'spike', 'stud', 'toggle', 'tooth, teeth', 'trip', 'tumbler', 'twitch']",,n,pɛt͡sɛk
pép,1405,1405 k.,pép,,"['mash', 'mush', 'pulp', 'puree', 'purée', 'squash']",,n,peːp
picsa,1405,1405 k.,picsa,,"['ass', 'tail']",,n,pit͡ʃɒ
pilis,1405,1405 k.,pilis,,,,n,piliʃ
porcog,1405,1405 k.,porcog,,,,n,port͡soɡ
poszog,1405,1405 k.,poszog,,,,n,posoɡ
próféta,1405,1405 k.,próféta,,"['prophet', 'vaticinator']",1. Latin jövevényszavak általában ,n,proːfeːtɒ
rothad,1405,1405 k.,rothad,,"['to putrefy', 'to rot']",1. Származékszavak ,v,rothɒd
sakk,1405,1405 k.,sakk,,"['check', 'chess']",D) VÁNDORSZÓK ,n,ʃɒkk
szak,1405,1405 k.,szak,,,,n,sɒk
szelence,1405,1405 k.,szelence,,,,n,sɛlɛnt͡sɛ
szemfedél,1405,1405 k.,szemfedél,,"['pall', 'shroud']",,n,sɛmfɛdeːl
szemölcs,1405,1405 k.,szemölcs,,"['mole', 'wart']",1. Származékszavak ,n,sɛmølt͡ʃ
szemöldök,1405,1405 k.,szemöldök,,"['brow', 'brows', 'eyebrow']",,n,sɛmøldøk
szít,1405,1405 k.,szít,,"['to fester', 'to foment', 'to instigate']",,v,siːt
szór,1405,1405 k.,szór,,"['to diffuse', 'to disperse', 'to eject', 'to fling, flung', 'to fritter away', 'to scatter', 'to send forth', 'to sprinkle', 'to strew, strewed, strewn', 'to strew']",,v,soːr
tábla,1405,1405 k.,tábla,,"['blackboard', 'board', 'checkerboard', 'land', 'pane', 'pane of glass', 'panel', 'plate', 'slab', 'table']",,n,taːblɒ
takony,1405,1405 k.,takony,,"['drip', 'snot']",,n,tɒkoɲ
tenyér,1405,1405 k.,tenyér,,"['flat of the hand', 'hollow of the hand', 'palm']",,n,tɛɲeːr
térdkalács,1405,1405 k.,térdkalács,,"['knee-cap', 'kneecap']",13. Szóösszetétellel keletkezett szavak ,n,teːrdkɒlaːt͡ʃ
tölcsér,1405,1405 k.,tölcsér,,"['bell', 'charging boot', 'cone', 'filler', 'flare', 'funnel', 'hopper', 'horn']",,n,tølt͡ʃeːr
uborka,1405,1405 k.,uborka,,['cucumber'],,n,uborkɒ
üstök,1405,1405 k.,üstök,,"['forelock', 'toupee', 'tuft']",G) ISMERETLEN EREDETŰ SZAVAK ,n,yʃtøk
varázs,1405,1405 k.,varázs,,"['allurement', 'appeal', 'blandishments', 'charm', 'enchantment', 'fascination', 'lure', 'medicine', 'seduction', 'spell']",,n,vɒraːʒ
vasárnap,1405,1405 k.,vasárnap,,"['on Sunday', 'Sunday']",,r,vɒʃaːrnɒp
velő,1405,1405 k.,velő,,"['marrow', 'meat']","2. Ősi, finnugor kori szavak ",n,vɛløː
vese,1405,1405 k.,vese,,['kidneys'],"3. Ősi, ugor kori szavak ?",n,vɛʃɛ
vetélő,1405,1405 k.,vetélő,,,1. Származékszavak ,n,vɛteːløː
viszket,1405,1405 k.,viszket,,"['to itch', 'to tickle', 'to tingle']",,v,viskɛt
zápfog,1405,1405 k.,zápfog,,['grinder'],,n,zaːpfoɡ
lant,1405,1405 k.,lant,,['lyre'],,n,lɒnt
lánc,1405,1405 k.,lánc,,"['chain', 'crab', 'shackle', 'string', 'warp']",,n,laːnt͡s
lapocka,1405,1405 k.,lapocka,,"['scapula, scapulae', 'shoulder', 'shoulder blade', 'shoulder-blade']",,n,lɒpot͡skɒ
had,1405,1405,-had/-hed,+,,,n,hɒd
hed,1405,1405,-had/-hed,+,,,n,hɛd
sisak,1405,1405,sisak,,"['casque', 'headpiece', 'helmet']",G) ISMERETLEN EREDETŰ SZAVAK ,n,ʃiʃɒk
rég,1416,"1406  tn.  (?), 1416 u.",rég,,,10. Szóhasadással keletkezett szavak ,r,reːɡ
pintér,1510,"1406  tn.  (?), 1510",pintér,,,4. Bajor jövevényszavak ,a,pinteːr
póráz,1554,"1406  tn.  (?), 1554",póráz,,"['lead', 'leading-strings', 'leash', 'lime', 'slip', 'tether']",,n,poːraːz
sikál,1519,"1407 tn.,  1519",sikál,,"['to scour', 'to scrub']",,a,ʃikaːl
comb,1538,"1407 tn.,  1538",comb,,"['ham', 'haunch', 'leg', 'thigh']",,n,t͡somb
púp,1456,"1408 tn., 1456 k.",púp,,"['boss', 'hump', 'hunch', 'hunchback', 'hunk', 'lump', 'shoulder', 'snub']",,n,puːp
horpasz,1666,"1408 tn., 1666",horpasz,,['flank'],,n,horpɒs
hopmester,1408,1408,hopmester,,,c) Német mintára keletkezett részfordítás ,n,hopmɛʃtɛr
lóg,1578,"1409 tn. (?), 1578",lóg,,"['to dawdle', 'to hack around', 'to hang', 'to hang slack', 'to loaf', 'to loaf about', 'to lop over', 'to play wag', 'to play the wag', 'to play truant', 'to skulk', 'to swing the lead']",,v,loːɡ
pipitér,1745,"1409 tn. (?), 1745",pipitér,,,,a,pipiteːr
csépel,1416,"1409 tn., 1416 u.",csépel,,"['to flail', 'to thrash', 'to thresh']",,v,t͡ʃeːpɛl
midőn,1410,1410 k.,midőn,,,,r,midøːn
templom,1410,1410 k.,templom,,"['church', 'house of god', 'house of prayer', 'house of worship', 'kirk', 'peculiar', 'tabernacle', 'temple', 'zion']",,n,tɛmplom
rebeg,1527,"1410 tn., 1527",rebeg,,,,v,rɛbɛɡ
tüske,1600,"1410 tn., 16. sz. közepe",tüske,,"['barb', 'bristle', 'bur', 'burr', 'dolly', 'kicker', 'prick', 'prickle', 'pricker', 'prod', 'spike', 'spine', 'thorn']",1. Származékszavak ,n,tyʃkɛ
si,1410,1410,-si,+,,,n,ʃi
kőszál,1411,1411,kőszál,,,13. Szóösszetétellel keletkezett szavak ,n,køːsaːl
nagypéntek,1456,"1412 tn.,  1456 k.",nagypéntek,,['good Friday'],4. Szláv mintára keletkezett összetett szavak ,n,nɒɟpeːntɛk
erkély,1412,1412,erkély,,"['amphitheatre', 'balcony', 'first tier', 'gallery']",4. Bajor jövevényszavak ,n,ɛrkeːj
cérna,1519,"1413 tn.,  1519",cérna,,"['cotton yarn', 'double yarn', 'thread', 'twisted yarn', 'twist']",4. Bajor jövevényszavak ,n,t͡seːrnɒ
francia,1413,1413,francia,,"['French', 'froggy']",,a,frɒnt͡siɒ
kalapács,1413,1413,kalapács,,"['gavel', 'hammer', 'mallet']",,n,kɒlɒpaːt͡ʃ
puttony,1414,1414,puttony,,"['boot', 'scoop']",4. Bajor jövevényszavak ,n,puttoɲ
stukatúr,1414,1414,stukatúr,,,1. Német jövevényszavak általában ,n,ʃtukɒtuːr
száguld,1518,"1415 tn., 1518 k.",száguld,,"['to barrel', 'to barrel down', 'to book', 'to cook', 'to flash', 'to floor', 'to go at a spanking pace', 'to go full tear', 'to race', 'to race along', 'to rattle', 'to rush', 'to scorch', 'to scud', 'to shoot, shot', 'to speed, sped', 'to speed', 'to spin along', 'to tear, tore, torn', 'to tear along', 'to tear ass', 'to tool along', 'to tool down']","3. Ősi, ugor kori szavak ",v,saːɡuld
sikér,1525,"1415 tn., 1525 k.",sikér,,,G) ISMERETLEN EREDETŰ SZAVAK ,n,ʃikeːr
keresztfiú,1415,1415,keresztfiú,,,,n,kɛrɛstfiuː
kol,1415,1415,-kol/-köl,+,,,n,kol
köl,1415,1415,-kol/-köl,+,,,n,køl
becsül,1416,1416 e.,becsül,,"['to appreciate', 'to figure', 'to forecast', 'to hold, held', 'to honor', 'to honour', 'to judge', 'to make, made', 'to price', 'to prise', 'to put, put', 'to rate', 'to value']",1. Származékszavak ,v,bɛt͡ʃyl
aroma,1416,1416 k.,aroma,,"['aroma', 'flavor', 'flavour', 'gust', 'savor', 'savour']",,n,ɒromɒ
hámoz,1416,1416 k.,hámoz,,"['to hull', 'to peel']",,a,haːmoz
jaj,1416,1416 k.,jaj,,,,r,jɒj
mozog,1416,"1416 tn.(?), 1416 u.",mozog,,"['to exercise', 'to move', 'to stir', 'to waggle']","3. Ősi, ugor kori szavak ?",v,mozoɡ
mosolyog,1508,"1416 tn., 1508",mosolyog,,"['to smile', 'to smile at', 'to wear a smile']","3. Ősi, ugor kori szavak ?",v,moʃojoɡ
dék,1416,1416 u.,-dék~-adék/-edék,+,,,n,deːk
adék,1416,1416 u.,-dék~-adék/-edék,+,,,n,ɒdeːk
edék,1416,1416 u.,-dék~-adék/-edék,+,,,n,ɛdeːk
a,1416,1416 u.,a,,,,r,ɒ
áhít,1416,1416 u.,áhít,,['to wish'],"1. Hangutánzó, hangfestő szavak ",a,aːhiːt
alabástrom,1416,1416 u.,alabástrom,,['alabaster'],,n,ɒlɒbaːʃtrom
alávaló,1416,1416 u.,alávaló,,"['abject', 'despicable', 'dirty', 'foul', 'ignominious', 'mean', 'nefarious', 'pitiful', 'rascally', 'scurvy']",,a,ɒlaːvɒloː
alkot,1416,1416 u.,alkot,,"['to compose', 'to constitute', 'to create', 'to frame', 'to make up', 'to mint', 'to procreate', 'to produce']",,v,ɒlkot
alleluja,1416,1416 u.,alleluja,,,1. Latin jövevényszavak általában ,v,ɒllɛlujɒ
áloé,1416,1416 u.,áloé,,,1. Latin jövevényszavak általában ,r,aːloeː
amaz,1416,1416 u.,amaz,,"['that', 'that one', 'yon', 'yonder']",,r,ɒmɒz
