hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,wordipa
kerül,1416,"1332 tn., 1416 u.","1332 placename, after  1416 ",kerül,,"['to balk', 'to get, got', 'to get into', 'to shun']","balk, get, got, get_into, shun","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,kɛryl
köszvény,1380,"1332 tn., 1380 k.","1332 placename, ca.  1380 ",köszvény,,"['arthritis', 'gout', 'joint gout']","arthritis, gout, joint_gout","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,køsveːɲ
borotva,1416,"1332 tn., 1416 u.","1332 placename, after  1416 ",borotva,,['razor'],razor,,,,n,borotvɒ
lejt,1332,1332,1332,lejt,,"['to batter', 'to cant', 'to dip', 'to incline', 'to pitch', 'to rake', 'to ramp', 'to shelve', 'to slant', 'to slope', 'to tilt']","batter, cant, dip, incline, pitch, rake, ramp, shelve, slant, slope, tilt",1. Származékszavak ?,1. Derivatives?,,v,lɛjt
göröngy,1395,"1332–1337  tn.  (?),  1395 k.","1332–1337  placename  (?), ca.   1395 ",göröngy,,"['clod', 'lump', 'nodule']","clod, lump, nodule",1. Származékszavak ,1. Derivatives,,n,ɡørønɟ
tégla,1393,"1332–1337 tn.,  1393","1332–1337 placename,   1393",tégla,,"['brick', 'mole', 'stoolie']","brick, mole, stoolie",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,teːɡlɒ
gyapjú,1395,"1332–1337 tn.,  1395 k.","1332–1337 placename, ca.   1395 ",gyapjú,,"['fleece', 'flock', 'wool']","fleece, flock, wool",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,ɟɒpjuː
malac,1395,"1333 tn. (?), 1395 k.","1333 placename (?), ca.  1395 ",malac,,['squealer'],squealer,c) Szlovén jövevényszavak ?,c) Slovenian newcomer words?,,n,mɒlɒt͡s
kacsa,1548,"1333 tn. (?), 1548","1333 placename (?),  1548",kacsa,,"['bed urinal', 'duck', 'fake news', 'false report', 'scuttlebutt', 'scuttlebutt', 'urinal']","bed_urinal, duck, fake_news, false_report, scuttlebutt, scuttlebutt, urinal",c) Szlovák jövevényszavak ,c) Slovak newcomer words,,n,kɒt͡ʃɒ
gólya,1585,"1333 tn. (?), 1585","1333 placename (?),  1585",gólya,,"['freshman, freshmen', 'stork']","freshman, freshmen, stork",,,,n,ɡoːjɒ
fecske,1372,"1333 tn., 1372 u.","1333 placename, after  1372 ",fecske,,['swallow'],swallow,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,fɛt͡ʃkɛ
mese,1372,"1333 tn., 1372 u.","1333 placename, after  1372 ",mese,,"['fable', 'romance', 'story', 'tale', 'yarn']","fable, romance, story, tale, yarn","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,mɛʃɛ
ötvös,1395,"1333–1335 tn., 1395 k.","1333–1335 placename, ca.  1395 ",ötvös,,goldsmith,goldsmith,1. Származékszavak ,1. Derivatives,,r,øtvøʃ
kacér,1395,"1334 e. tn. (?), 1395 k.","before 1334  placename (?), ca.  1395 ",kacér,,['coquettish'],coquettish,"12. Tulajdonnévi, személynévi eredetű szavak ","12. Words of proper origin, personal names",,a,kɒt͡seːr
majom,1395,"1334 tn. (?), 1395 k.","1334 placename (?), ca.  1395 ",majom,,"['ape', 'monkey', 'nerd', 'nurd', 'simian']","ape, monkey, nerd, nurd, simian",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,mɒjom
gatya,1530,"1334 tn. (?), 1530","1334 placename (?),  1530",gatya,,['pair of drawers'],pair_of_drawers,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,ɡɒcɒ
kondér,1560,"1334  tn.  (?),  1560 k.","1334  placename  (?), ca.   1560 ",kondér,,cooking pot,cooking_pot,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,kondeːr
nerc,1395,"1334 tn.,  1395 k.","1334 placename, ca.   1395 ",nerc,,mink,mink,1. Német jövevényszavak általában ,1. German newcomer words in general,,v,nɛrt͡s
kakukk,1395,"1335 tn.,  1395 k.","1335 placename, ca.   1395 ",kakukk,,['cuckoo'],cuckoo,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,kɒkukk
mártír,1335,1335,1335,mártír,,['martyr'],martyr,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,maːrtiːr
káposzta,1395,"1336 tn., 1395 k.","1336 placename, ca.  1395 ",káposzta,,['cabbage'],cabbage,c) Szlovák jövevényszavak ?,c) Slovak newcomer words?,,n,kaːpostɒ
potroh,1456,"1336 tn.,  1456 k.","1336 placename, ca.   1456 ",potroh,,['abdomen'],abdomen,b) Ukrán jövevényszavak ?,b) Ukrainian newcomer words?,,n,potroh
forgács,1470,"1336 tn.,  1470","1336 placename,   1470",forgács,,"['bur', 'burr', 'chip', 'chippings', 'flake', 'paring', 'raspings', 'shaving', 'shavings', 'shiver', 'sliver', 'spall', 'spill', 'splinter', 'splint', 'trimmings']","bur, burr, chip, chippings, flake, paring, raspings, shaving, shavings, shiver, sliver, spall, spill, splinter, splint, trimmings",1. Származékszavak ,1. Derivatives,,n,forɡaːt͡ʃ
bont,1476,"1337  tn.  (?),  1476 k.","1337  placename  (?), ca.   1476 ",bont,,divided,divided,1. Származékszavak ,1. Derivatives,,v,bont
nyál,1405,"1337 tn., 1405 k.","1337 placename, ca.  1405 ",nyál,,"['drivel', 'drool', 'gob', 'saliva', 'spit', 'spittle']","drivel, drool, gob, saliva, spit, spittle","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,ɲaːl
utca,1337,1337,1337,utca,,['street'],street,,,,n,utt͡sɒ
alak,1405,"1338 tn. (?), 1405 k.","1338 placename (?), ca.  1405 ",alak,,"['beggar', 'bloke', 'build', 'chappie', 'chappy', 'cod', 'configuration', 'coon', 'cove', 'cuss', 'dog', 'egg', 'figure', 'form', 'format', 'number', 'shape', 'size', 'structure']","beggar, bloke, build, chappie, chappy, cod, configuration, coon, cove, cuss, dog, egg, figure, form, format, number, shape, size, structure",1. Származékszavak ?,1. Derivatives?,,n,ɒlɒk
selyem,1416,"1338 tn. (?), 1416 u.","1338 placename (?), after  1416 ",selyem,,['silk'],silk,D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,ʃɛjɛm
kontra,1704,"1338 tn. (?), 1704","1338 placename (?),  1704",kontra,,versus,versus,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,v,kontrɒ
pacsirta,1525,"1338 tn.,  1525 k.","1338 placename, ca.   1525 ",pacsirta,,"['lark', 'skylark']","lark, skylark",1. Származékszavak ,1. Derivatives,,n,pɒt͡ʃirtɒ
ritka,1338,1338,1338,ritka,,"['extraordinary', 'fine', 'infrequent', 'loose', 'rare', 'scarce', 'singular', 'sparse', 'straggling', 'tenuous', 'thin', 'unwonted']","extraordinary, fine, infrequent, loose, rare, scarce, singular, sparse, straggling, tenuous, thin, unwonted",,,,a,ritkɒ
korcsolya,1510,"1339 tn.,  1510 k.","1339 placename, ca.   1510 ",korcsolya,,"['ice skates', 'skate']","ice_skates, skate",1. Olasz (többnyire északolasz) jövevényszavak ?,1. Italian (mostly northern Italian) newcomer words?,,a,kort͡ʃojɒ
kobak,1723,"1340  tn.  (?),  1723","1340  placename  (?),   1723",kobak,,"['bean', 'can', 'crumpet', 'gourd', 'noddle', 'pate']","bean, can, crumpet, gourd, noddle, pate",b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,kobɒk
mer,1416,"1340 tn., 1416 u.","1340 placename, after  1416 ",mer1,,"['to dare, durst', 'to dare', 'to spoon', 'to venture']","dare, durst, dare, spoon, venture","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,mɛr
ibolya,1578,"1340 tn.,  1578","1340 placename,   1578",ibolya,,['violet'],violet,10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,n,ibojɒ
jeles,1372,"1341  tn.  (?),  1372 u.","1341  placename  (?), after   1372 ",jeles,,"['illustrious', 'outstanding']","illustrious, outstanding",1. Származékszavak ,1. Derivatives,,a,jɛlɛʃ
göndör,1770,"1341  tn.  (?),  1770","1341  placename  (?),   1770",göndör,,"['crinkly', 'crisp', 'crispy', 'curly', 'frizzy', 'fuzzy', 'kinky', 'ringleted', 'ringlety']","crinkly, crisp, crispy, curly, frizzy, fuzzy, kinky, ringleted, ringlety",,,,n,ɡøndør
merő,1508,"1341 tn.,  1508","1341 placename,   1508",merő,,"['mere', 'plumb', 'scoop', 'sheer']","mere, plumb, scoop, sheer",1. Származékszavak ,1. Derivatives,,a,mɛrøː
fúl,1372,"1342  tn.  (?),  1372 u.","1342  placename  (?), after   1372 ",fúl1,,ear,ear,"3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,fuːl
patkó,1395,"1342  tn.  (?), 1395 k.","1342  placename  (?), ca.  1395 ",patkó,,"['horseshoe', 'shoe']","horseshoe, shoe",,,,n,pɒtkoː
fúl,1416,"1342  tn.  (?),  1416 u.","1342  placename  (?), after   1416 ",fúl2,,ear,ear,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,v,fuːl
guba,1525,"1342  tn.  (?),  1525 k.","1342  placename  (?), ca.   1525 ",guba2,,"['bean', 'chips', 'dough', 'dumps', 'lolly', 'rhino', 'wampum']","bean, chips, dough, dumps, lolly, rhino, wampum",1. Származékszavak ,1. Derivatives,,n,ɡubɒ
vadon,1527,"1342  tn.  (?), 1527","1342  placename  (?),  1527",vadon,,"['feral', 'wild', 'wilderness']","feral, wild, wilderness",1. Származékszavak ,1. Derivatives,,n,vɒdon
mell,1372,"1342 tn.,  1372 u.","1342 placename, after   1372 ",mell,,"['apples', 'boobs', 'bosom', 'breast', 'bust', 'can']","apples, boobs, bosom, breast, bust, can","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,mɛll
cinkos,1613,"1342 tn.,  1613","1342 placename,   1613",cinkos,,"['accomplice', 'pander', 'privy']","accomplice, pander, privy",4. Bajor jövevényszavak ?,4. Bavarian newcomer words?,,a,t͡sinkoʃ
enyészik,1342,1342,1342,enyészik,,dwindles,dwindles,1. Származékszavak ,1. Derivatives,,v,ɛɲeːsik
szösz,1405,"1343  tn.  (?), 1405 k.","1343  placename  (?), ca.  1405 ",szösz,,"['junk', 'tow']","junk, tow",I. Permi jövevényszavak ,I. Permian newcomer words,,n,søs
bolyong,1552,"1343 tn. (?), 1552","1343 placename (?),  1552",bolyong,,"['to knock around', 'to knock about', 'to meander', 'to roam', 'to spatiate']","knock_around, knock_about, meander, roam, spatiate",1. Származékszavak ,1. Derivatives,,v,bojonɡ
foszlik,1416,"1343 tn.(?), 1416 u.","1343 placename(?), after  1416 ",foszlik,,"['to lint', 'to ravel']","lint, ravel","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,v,foslik
süt,1416,"1343 tn., 1416 u.","1343 placename, after  1416 ",süt,,"['to bake', 'to cook', 'to fry', 'to roast']","bake, cook, fry, roast","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,v,ʃyt
fahíd,1590,"1343 tn., 1590","1343 placename,  1590",fahíd,,wooden bridge,wooden_bridge,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,fɒhiːd
ók,1343,1343,1343,-ók/-ők,+,OK,OK,,,,r,oːk
ők,1343,1343,1343,-ók/-ők,+,OK,OK,,,,r,øːk
korsó,1395,"1344 tn. (?), 1395 k.","1344 placename (?), ca.  1395 ",korsó,,"['jar', 'jug', 'mug', 'pitcher', 'pot', 'stoop']","jar, jug, mug, pitcher, pot, stoop","apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,korʃoː
saját,1520,"1344 tn., 1520","1344 placename,  1520",saját,,"['home', 'own', 'peculiar', 'personal', 'proper', 'respective', 'several']","home, own, peculiar, personal, proper, respective, several",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,r,ʃɒjaːt
nehéz,1344,1344,1344,nehéz,,"['arduous', 'burdensome', 'complicated', 'difficult', 'grave', 'hard', 'heavy', 'knotty', 'laborious', 'ponderous', 'stiff', 'stodgy', 'thorny', 'tough', 'troublesome', 'trying', 'warm']","arduous, burdensome, complicated, difficult, grave, hard, heavy, knotty, laborious, ponderous, stiff, stodgy, thorny, tough, troublesome, trying, warm",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,a,nɛheːz
fogy,1372,"1345 tn. (?), 1372 u.","1345 placename (?), after  1372 ",fogy,,"['to diminish', 'to dwindle', 'to dwindle away', 'to fall off', 'to lessen', 'to lose flesh', 'to wane']","diminish, dwindle, dwindle_away, fall_off, lessen, lose_flesh, wane","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,foɟ
pogácsa,1395,"1345  tn.  (?),  1395 k.","1345  placename  (?), ca.   1395 ",pogácsa,,['cake'],cake,d) Déli szláv jövevényszavak (általában) ,d) South Slavic newcomer words (usually),,n,poɡaːt͡ʃɒ
faggyú,1405,"1345  tn.  (?),  1405 k.","1345  placename  (?), ca.   1405 ",faggyú,,"['suet', 'tallow']","suet, tallow","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,n,fɒɡɟuː
sajtó,1372,"1345 tn.,  1372 u.","1345 placename, after   1372 ",sajtó,,['press'],press,1. Származékszavak ?,1. Derivatives?,,n,ʃɒjtoː
sáfár,1416,"1345 tn.,  1416 u.","1345 placename, after   1416 ",sáfár,,steward,steward,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ʃaːfaːr
cinke,1787,"1345 tn.,  1787","1345 placename,   1787",cinke,,['tit'],tit,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,t͡sinkɛ
szalag,1395,"1346  tn.  (?),  1395 k.","1346  placename  (?), ca.   1395 ",szalag,,"['band', 'belt', 'cordon', 'ligament', 'ribbon', 'string', 'strip', 'stripe', 'tape', 'tapes']","band, belt, cordon, ligament, ribbon, string, strip, stripe, tape, tapes",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,sɒlɒɡ
cövek,1400,"1346  tn.  (?),  14.  század","1346  placename  (?),   14.  centuryzad",cövek,,"['pale', 'peg', 'picket', 'pin', 'spike', 'stake', 'stock']","pale, peg, picket, pin, spike, stake, stock",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,t͡søvɛk
guzsaly,1405,"1346  tn.  (?),  1405 k.","1346  placename  (?), ca.   1405 ",guzsaly,,distaff,distaff,,,,r,ɡuʒɒj
koszmó,1405,"1346  tn.  (?),  1405 k.","1346  placename  (?), ca.   1405 ",koszmó,,koszmó,koszmó,1. Származékszavak ?,1. Derivatives?,,n,kosmoː
zálog,1416,"1346  tn.  (?),  1416 u.","1346  placename  (?), after   1416 ",zálog,,"['earnest', 'escrow', 'forfeit', 'hock', 'pawn', 'pledge', 'pop', 'token', 'wed']","earnest, escrow, forfeit, hock, pawn, pledge, pop, token, wed",b) Horvát-szerb jövevényszavak ?,b) Croatian-Serbian newcomer words?,,n,zaːloɡ
pehely,1460,"1346  tn.  (?),  1460 k.","1346  placename  (?), ca.   1460 ",pehely,,"['down', 'eiderdown', 'flake', 'floc', 'floccule', 'flock', 'floss', 'flue', 'fluff', 'fuzz', 'nap', 'ooze', 'plume']","down, eiderdown, flake, floc, floccule, flock, floss, flue, fluff, fuzz, nap, ooze, plume",1. Származékszavak ,1. Derivatives,,n,pɛhɛj
pohár,1372,"1346 tn.,  1372 u.","1346 placename, after   1372 ",pohár,,"['cup', 'glass']","cup, glass",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,pohaːr
siklik,1789,"1346 tn., 1789","1346 placename,  1789",siklik,,"['to crawl', 'to glide', 'to sail', 'to sleek', 'to slide, slid', 'to slither']","crawl, glide, sail, sleek, slide, slid, slither",1. Származékszavak ,1. Derivatives,,v,ʃiklik
kappan,1405,"1347  tn.  (?),  1405 k.","1347  placename  (?), ca.   1405 ",kappan,,['capon'],capon,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,kɒppɒn
borosta,1531,"1347  tn.  (?),  1531","1347  placename  (?),   1531",borosta,,stubble,stubble,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,boroʃtɒ
oldal,1372,"1347 tn.,  1372 u.","1347 placename, after   1372 ",oldal,,"['facet', 'flank', 'page', 'side', 'wing']","facet, flank, page, side, wing","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,n,oldɒl
tánc,1416,"1347 tn., 1416 u.","1347 placename, after  1416 ",tánc,,['bop'],bop,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,taːnt͡s
birka,1347,1347,1347,birka,,['sheep'],sheep,F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,birkɒ
labda,1347,1347,1347,labda,,['ball'],ball,,,,n,lɒbdɒ
laboda,1347,1347,1347,laboda,,orach,orach,,,,n,lɒbodɒ
szokik,1372,"1348  tn.  (?),  1372 u.","1348  placename  (?), after   1372 ",szokik,,addicted,addicted,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,v,sokik
cudar,1647,"1348  tn.  (?),  1647","1348  placename  (?),   1647",cudar,,['rascally'],rascally,1. Származékszavak ?,1. Derivatives?,,a,t͡sudɒr
teher,1416,"1348 tn., 1416 u.","1348 placename, after  1416 ",teher,,"['ballast', 'burden', 'cargo', 'charge', 'drag', 'encumbrance', 'expense', 'imposition', 'liabilities', 'liability', 'load', 'lug', 'mortgage', 'tax']","ballast, burden, cargo, charge, drag, encumbrance, expense, imposition, liabilities, liability, load, lug, mortgage, tax",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,tɛhɛr
fullánk,1430,"1348 tn.,  1430 k.","1348 placename, ca.   1430 ",fullánk,,['sting'],sting,1. Származékszavak ,1. Derivatives,,n,fullaːnk
mókus,1668,"1348 tn.,  1668","1348 placename,   1668",mókus,,"['bun', 'chappie', 'chappy', 'chipmunk', 'squirrel']","bun, chappie, chappy, chipmunk, squirrel",1. Származékszavak ,1. Derivatives,,n,moːkuʃ
rokolya,1348,1348,1348,rokolya,,Rokolya,Rokolya,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,rokojɒ
gödölye,1519,"1349  tn.  (?),  1519","1349  placename  (?),   1519",gödölye,,['kid'],kid,1. Származékszavak ,1. Derivatives,,n,ɡødøjɛ
tarsoly,1416,"1349 tn., 1416 u.","1349 placename, after  1416 ",tarsoly,,sabretache,sabretache,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,tɒrʃoj
daróc,1349,1349,1349,daróc,,['frieze'],frieze,4. Bajor jövevényszavak ?,4. Bavarian newcomer words?,,n,dɒroːt͡s
vív,1349,1349,1349,vív,,['to fence'],fence,F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,v,viːv
szerű,1350,1350 k.,ca. 1350 ,-szerű,+,threshing floor,threshing_floor,,,,a,sɛryː
ú,1350,1350 k.,ca. 1350 ,-ú/-ű~-jú/-jű,+,ú,ú,,,,r,uː
ű,1350,1350 k.,ca. 1350 ,-ú/-ű~-jú/-jű,+,Ű,Ű,,,,r,yː
jú,1350,1350 k.,ca. 1350 ,-ú/-ű~-jú/-jű,+,buffer,buffer,,,,a,juː
jű,1350,1350 k.,ca. 1350 ,-ú/-ű~-jú/-jű,+,The lagging,The_lagging,,,,r,jyː
un,1456,"1350 tn. (?), 1456 k.","1350 placename (?), ca.  1456 ",un,,un,un,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,un
túzok,1395,"1350 tn., 1395 k.","1350 placename, ca.  1395 ",túzok,,['bustard'],bustard,b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,tuːzok
vizsla,1395,"1350 tn., 1395 k.","1350 placename, ca.  1395 ",vizsla,,"['deerhound', 'pointer']","deerhound, pointer",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,viʒlɒ
rőt,1350,1350,1350,rőt,,"['foxy', 'red', 'reddish', 'rusty', 'sorrel']","foxy, red, reddish, rusty, sorrel",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,røːt
gömböc,1479,"1351  tn.  (?),  1479","1351  placename  (?),   1479",gömböc,,['fatty'],fatty,1. Származékszavak ,1. Derivatives,,n,ɡømbøt͡s
gót,1527,"1351  tn.  (?),  1527","1351  placename  (?),   1527",gót,,"['gothic', 'gothish']","gothic, gothish",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɡoːt
kerge,17251764,"1351  tn.  (?),  1725–1764","1351  placename  (?),   1725–1764",kerge,,['giddy'],giddy,1. Származékszavak ,1. Derivatives,,a,kɛrɡɛ
sík,1456,"1351 tn.,  1456 k.","1351 placename, ca.   1456 ",sík,,"['even', 'flat', 'horizontal', 'level', 'plane', 'smooth']","even, flat, horizontal, level, plane, smooth",,,,r,ʃiːk
c,1351,1351,1351,-c,+,c,c,,,,r,t͡s
kolbász,1405,"1352 tn. (?), 1405 k.","1352 placename (?), ca.  1405 ",kolbász,,['sausage'],sausage,,,,n,kolbaːs
róka,1519,"1353 tn. (?), 1519","1353 placename (?),  1519",róka,,['fox'],fox,1. Származékszavak ,1. Derivatives,,n,roːkɒ
